strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,membrane_data,lumen_data,grana_height,num_lumen,repeat_distance,lumen_width,membrane_width,lumen_width_heights,membrane_width_heights
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,"{'peaks': array([26, 39, 52, 66, 81, 94], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,  2805,  4080, 10965, 15300, 15300,
       15300, 12240, 11985,  2805,     0,     0,  3060, 11220, 14280,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 12240,  5865,
        1785,     0,  3315, 12240, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 14280, 14025,  8415,     0,     0,  2805,  5610,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 14025,
        5865,  1275,     0,  2295,  5610, 13515, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 12240, 11985, 11730,     0,  1020,
        3315,  6630,  8925, 15300, 15300, 15300, 11730,  7650,  7140,
        2550,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0], dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 5.9537037 , 10.1575    , 10.60519481,  9.57072368, 11.08976157,
        5.55555556]), 'width_heights': array([7650., 7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([23.51851852, 33.5625    , 47.48571429, 62.21052632, 76.25806452,
       91.44444444]), 'right_ips': array([29.47222222, 43.72      , 58.09090909, 71.78125   , 87.34782609,
       97.        ])}","{'peaks': array([31, 46, 59, 74, 88], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 12495, 11220,  4335,     0,     0,
           0,  3060,  3315, 12495, 15300, 15300, 12240,  4080,  1020,
           0,     0,     0,     0,     0,     0,     0,  3060,  9435,
       13515, 15300, 11985,  3060,     0,     0,     0,     0,     0,
           0,     0,  1020,  1275,  6885, 15300, 15300, 12495,  9690,
           0,     0,     0,     0,     0,     0,     0,     0,  1275,
        9435, 14025, 15300, 13005,  9690,  1785,     0,     0,     0,
           0,     0,     0,     0,  3060,  3315,  3570, 15300, 14280,
       11985,  8670,  6375,     0,     0,     0,  3570,  7650,  8160,
       12750, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300], dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([4.09027778, 3.76571429, 4.11961722, 4.47681452, 4.09661836]), 'width_heights': array([7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([29.47222222, 43.72      , 58.09090909, 71.78125   , 87.34782609]), 'right_ips': array([33.5625    , 47.48571429, 62.21052632, 76.25806452, 91.44444444])}",73.48148148148148,5,[12.15 14.15 14.21 14.81 12.42],[4.09027778 3.76571429 4.11961722 4.47681452 4.09661836],[ 5.9537037  10.1575     10.60519481  9.57072368 11.08976157  5.55555556],[7650. 7650. 7650. 7650. 7650.],[7650. 7650. 7650. 7650. 7650. 7650.]
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,"{'peaks': array([ 27,  42,  59,  78,  95, 112, 129, 144], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,  2550,  5100, 15300, 15300,
       15300, 15300, 15300, 13770,  6630,     0,     0,     0,     0,
        4845,  8925, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 13770,  9435,     0,     0,     0,     0,  2040,
        7650, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 13260,  5355,  1530,  1275,     0,  2805,  4590,
       10710, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 12750,  5610,  3315,  3315,  5865,  7140,
       12240, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300,  7140,  1275,     0,     0,  2295,  9180, 11475,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       13260,  6120,  1275,  1020,  1020,  1020,  4845, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
        4335,     0,     0,  2040,  2295, 10710, 14025, 15300, 15300,
       15300, 15300, 15300, 12240,  3825,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0], dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 6.60714286, 11.50168919, 11.70967742, 13.21428571, 11.8375    ,
       12.00793651, 11.42938174,  7.90909091]), 'width_heights': array([7650., 7650., 7650., 7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([ 24.25      ,  36.6875    ,  54.        ,  71.5       ,
        89.1       , 105.77777778, 123.26829268, 139.63636364]), 'right_ips': array([ 30.85714286,  48.18918919,  65.70967742,  84.71428571,
       100.9375    , 117.78571429, 134.69767442, 147.54545455])}","{'peaks': array([ 33,  50,  69,  86, 103, 121, 136], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 12750, 10200,     0,     0,
           0,     0,     0,  1530,  8670, 15300, 15300, 15300, 15300,
       10455,  6375,     0,     0,     0,     0,     0,     0,     0,
           0,     0,  1530,  5865, 15300, 15300, 15300, 15300, 13260,
        7650,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,  2040,  9945, 13770, 14025, 15300, 12495, 10710,
        4590,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,  2550,  9690, 11985, 11985,  9435,  8160,
        3060,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,  8160, 14025, 15300, 15300, 13005,  6120,  3825,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
        2040,  9180, 14025, 14280, 14280, 14280, 10455,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
       10965, 15300, 15300, 13260, 13005,  4590,  1275,     0,     0,
           0,     0,     0,  3060, 11475, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300], dtype=uint32), 'avg_peak_height': 14680.714285714286, 'half_height': 7340.357142857143, 'chosen_rel_height': 0.5, 'widths': array([5.83035714, 5.81081081, 5.79032258, 4.94285714, 4.84027778,
       5.60278746, 4.93868922]), 'width_heights': array([7650. , 7650. , 7650. , 5992.5, 7650. , 7140. , 7650. ]), 'left_ips': array([ 30.85714286,  48.18918919,  65.70967742,  84.48214286,
       100.9375    , 117.71428571, 134.69767442]), 'right_ips': array([ 36.6875    ,  54.        ,  71.5       ,  89.425     ,
       105.77777778, 123.31707317, 139.63636364])}",123.29545454545453,7,[14.88 17.42 18.25 16.91 16.76 17.2  14.61],"[5.83035714 5.81081081 5.79032258 4.94285714 4.84027778 5.60278746
 4.93868922]","[ 6.60714286 11.50168919 11.70967742 13.21428571 11.8375     12.00793651
 11.42938174  7.90909091]",[7650.  7650.  7650.  5992.5 7650.  7140.  7650. ],[7650. 7650. 7650. 7650. 7650. 7650. 7650. 7650.]
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,"{'peaks': array([25, 40, 58, 75, 89], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,  1785,  8925, 15300, 15300, 15300, 15300,
       15300, 15300, 11985,  6120,     0,     0,     0,  4845,  9690,
       13770, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       14280, 13005,  7140,     0,     0,  2040,  6375,  7905, 12240,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       10965, 10455,  4845,  1275,  1275,  7140,  7395, 11220, 13770,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 13260,
       10455,  4080,  2295,  2040,  6630, 13515, 15300, 15300, 15300,
       15300, 15300, 15300, 10200,  4335,  3060,  2295,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0], dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 7.91770186, 12.33409611, 12.66666667, 12.37333333,  8.28663446]), 'width_heights': array([7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([21.82142857, 34.57894737, 51.83333333, 69.06666667, 85.14814815]), 'right_ips': array([29.73913043, 46.91304348, 64.5       , 81.44      , 93.43478261])}","{'peaks': array([32, 48, 66, 84], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 13515,  6375,     0,     0,     0,     0,
           0,     0,  3315,  9180, 15300, 15300, 15300, 10455,  5610,
        1530,     0,     0,     0,     0,     0,     0,     0,     0,
        1020,  2295,  8160, 15300, 15300, 13260,  8925,  7395,  3060,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
        4335,  4845, 10455, 14025, 14025,  8160,  7905,  4080,  1530,
           0,     0,     0,     0,     0,     0,     0,     0,  2040,
        4845, 11220, 13005, 13260,  8670,  1785,     0,     0,     0,
           0,     0,     0,  5100, 10965, 12240, 13005, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300], dtype=uint32), 'avg_peak_height': 14471.25, 'half_height': 7235.625, 'chosen_rel_height': 0.5, 'widths': array([4.83981693, 4.92028986, 4.8469697 , 4.0162963 ]), 'width_heights': array([7650. , 7650. , 7012.5, 6630. ]), 'left_ips': array([29.73913043, 46.91304348, 64.38636364, 81.28      ]), 'right_ips': array([34.57894737, 51.83333333, 69.23333333, 85.2962963 ])}",71.61335403726709,4,[14.97 17.42 17.09 14.04],[4.83981693 4.92028986 4.8469697  4.0162963 ],[ 7.91770186 12.33409611 12.66666667 12.37333333  8.28663446],[7650.  7650.  7012.5 6630. ],[7650. 7650. 7650. 7650. 7650.]
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,"{'peaks': array([27, 42, 61, 76, 90], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,  1275, 10200, 14025, 15300, 15300, 15300,
       15300, 15300, 15300, 15300,     0,     0,     0,     0,     0,
        6630, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 13770,  2295,     0,     0,     0,     0,
       12495, 14535, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 14025, 11220, 10965, 10965, 11220,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 13260,  5100,  1020,     0,  2550,  8670, 15300, 15300,
       15300, 15300, 15300, 15300, 14535,  7395,  2295,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0],
      dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 8.78571429, 12.41568627, 29.0752551 , 29.0752551 ,  8.13095238]), 'width_heights': array([7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([21.71428571, 36.11764706, 53.6122449 , 53.6122449 , 86.83333333]), 'right_ips': array([30.5       , 48.53333333, 82.6875    , 82.6875    , 94.96428571])}","{'peaks': array([33, 51, 69, 85], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 14025,  5100,  1275,     0,     0,     0,
           0,     0,     0,     0, 15300, 15300, 15300, 15300, 15300,
        8670,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,  1530, 13005, 15300, 15300, 15300, 15300,
        2805,   765,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,  1275,  4080,  4335,  4335,  4080,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,  2040, 10200, 14280, 15300, 12750,  6630,     0,     0,
           0,     0,     0,     0,   765,  7905, 13005, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300],
      dtype=uint32), 'avg_peak_height': 12558.75, 'half_height': 6279.375, 'chosen_rel_height': 0.5, 'widths': array([5.61764706, 5.07891156, 4.15056818, 4.14583333]), 'width_heights': array([7650. , 7650. , 2167.5, 7650. ]), 'left_ips': array([30.5       , 48.53333333, 67.31818182, 82.6875    ]), 'right_ips': array([36.11764706, 53.6122449 , 71.46875   , 86.83333333])}",73.25,4,[16.22 25.82  0.   22.75],[5.61764706 5.07891156 4.15056818 4.14583333],[ 8.78571429 12.41568627 29.0752551  29.0752551   8.13095238],[7650.  7650.  2167.5 7650. ],[7650. 7650. 7650. 7650. 7650.]
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,"{'peaks': array([ 26,  37,  51,  64,  79,  91, 104, 118, 128], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,  3315, 12495, 14280, 15300, 15300,
       15300, 12240,  1275,     0,     0,  4335, 14535, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300,  5610,     0,     0,
        1275,  5100, 14025, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300,  6885,  1020,     0,  1530,  7395, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 14280,  8160,     0,
           0,  2805,  6630, 14535, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300,  7905,  1020,  1275,  7395, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 14535,  8925,  5100,
        8925, 14025, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       12750,  5100,  3060,     0,     0, 11985, 14025, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 11730,  1785,  1785,  4335,
       10965, 15300, 15300, 15300, 15300,  7395,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0],
      dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 5.94638243,  9.46447368,  9.62337662, 10.03024194,  9.90800478,
       10.30107527, 10.        ,  9.77195854,  5.46774194]), 'width_heights': array([7650., 7650., 7650., 7650., 7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([ 22.47222222,  32.325     ,  46.28571429,  60.03225806,
        74.12903226,  87.03225806,  98.66666667, 112.63829787,
       125.5       ]), 'right_ips': array([ 28.41860465,  41.78947368,  55.90909091,  70.0625    ,
        84.03703704,  97.33333333, 108.66666667, 122.41025641,
       130.96774194])}","{'peaks': array([ 30,  43,  58,  71,  85,  98, 111, 123], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 11985,  2805,  1020,     0,     0,
           0,  3060, 14025, 15300, 15300, 10965,   765,     0,     0,
           0,     0,     0,     0,     0,     0,  9690, 15300, 15300,
       14025, 10200,  1275,     0,     0,     0,     0,     0,     0,
           0,     0,  8415, 14280, 15300, 13770,  7905,     0,     0,
           0,     0,     0,     0,     0,     0,  1020,  7140, 15300,
       15300, 12495,  8670,   765,     0,     0,     0,     0,     0,
           0,     0,     0,  7395, 14280, 14025,  7905,     0,     0,
           0,     0,     0,     0,     0,     0,   765,  6375, 10200,
        6375,  1275,     0,     0,     0,     0,     0,     0,     0,
        2550, 10200, 12240, 15300, 15300,  3315,  1275,     0,     0,
           0,     0,     0,     0,     0,  3570, 13515, 13515, 10965,
        4335,     0,     0,     0,     0,  7905, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300],
      dtype=uint32), 'avg_peak_height': 14311.875, 'half_height': 7155.9375, 'chosen_rel_height': 0.5, 'widths': array([3.90639535, 4.4962406 , 4.12316716, 4.06653226, 3.13125695,
       2.47727273, 3.97163121, 3.31410256]), 'width_heights': array([7650. , 7650. , 7650. , 7650. , 7140. , 5100. , 7650. , 6757.5]), 'left_ips': array([ 28.41860465,  41.78947368,  55.90909091,  70.0625    ,
        83.96551724,  96.77272727, 108.66666667, 122.32051282]), 'right_ips': array([ 32.325     ,  46.28571429,  60.03225806,  74.12903226,
        87.09677419,  99.25      , 112.63829787, 125.63461538])}",108.49551971326164,8,[11.61 14.04 13.95 14.04 13.1  11.48 13.86 10.71],"[3.90639535 4.4962406  4.12316716 4.06653226 3.13125695 2.47727273
 3.97163121 3.31410256]","[ 5.94638243  9.46447368  9.62337662 10.03024194  9.90800478 10.30107527
 10.          9.77195854  5.46774194]",[7650.  7650.  7650.  7650.  7140.  5100.  7650.  6757.5],[7650. 7650. 7650. 7650. 7650. 7650. 7650. 7650. 7650.]
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,"{'peaks': array([ 25,  37,  52,  65,  80,  95, 108], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,  2805, 14280, 15300, 15300, 15300,
       15300, 11730,  2805,  2295,  2040,  8670, 14025, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 13515,  5610,     0,
           0,     0,  9180, 13770, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 14535,  8925,     0,     0,  1275, 10965, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 14535, 14025,  4080,
           0,     0,     0,  7395, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 11475,     0,     0,     0,     0,
        3060, 11220, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       13515, 11475,  7395,  2550,     0,     0,  5610, 10965, 15300,
       15300, 15300, 15300,  8160,  6630,  5100,  2550,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0],
      dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 6.03492063, 10.89578164, 10.30952381,  9.9831309 , 10.30107527,
       10.375     ,  5.95238095]), 'width_heights': array([7650., 7650., 7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([ 22.42222222,  31.84615385,  46.83333333,  60.65789474,
        75.03225806,  90.5625    , 105.38095238]), 'right_ips': array([ 28.45714286,  42.74193548,  57.14285714,  70.64102564,
        85.33333333, 100.9375    , 111.33333333])}","{'peaks': array([ 31,  45,  58,  73,  87, 103], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 12495,  1020,     0,     0,     0,
           0,  3570, 12495, 13005, 13260,  6630,  1275,     0,     0,
           0,     0,     0,     0,     0,     0,  1785,  9690, 15300,
       15300, 15300,  6120,  1530,     0,     0,     0,     0,     0,
           0,     0,   765,  6375, 15300, 15300, 14025,  4335,     0,
           0,     0,     0,     0,     0,     0,   765,  1275, 11220,
       15300, 15300, 15300,  7905,     0,     0,     0,     0,     0,
           0,     0,     0,     0,  3825, 15300, 15300, 15300, 15300,
       12240,  4080,     0,     0,     0,     0,     0,     0,     0,
        1785,  3825,  7905, 12750, 15300, 15300,  9690,  4335,     0,
           0,     0,     0,  7140,  8670, 10200, 12750, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300],
      dtype=uint32), 'avg_peak_height': 14960.0, 'half_height': 7480.0, 'chosen_rel_height': 0.5, 'widths': array([3.65714286, 4.09139785, 3.51503759, 4.39123242, 5.22916667,
       4.44345238]), 'width_heights': array([6630., 7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([ 28.34285714,  42.74193548,  57.14285714,  70.64102564,
        85.33333333, 100.9375    ]), 'right_ips': array([ 32.        ,  46.83333333,  60.65789474,  75.03225806,
        90.5625    , 105.38095238])}",88.91111111111111,6,[11.85 14.69 13.66 14.53 15.57 12.61],[3.65714286 4.09139785 3.51503759 4.39123242 5.22916667 4.44345238],"[ 6.03492063 10.89578164 10.30952381  9.9831309  10.30107527 10.375
  5.95238095]",[6630. 7650. 7650. 7650. 7650. 7650.],[7650. 7650. 7650. 7650. 7650. 7650. 7650.]
187,output\trial_2\processed_images\0_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,"{'peaks': array([23, 36, 53, 69, 84, 97], dtype=int64), 'histogram': array([    0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,  3315,  7650, 13260, 15300, 15300, 15300, 15300, 11475,
        7905,  2295,     0,  1785, 10455, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 14535,  9435,     0,     0,
           0,  2805,  5100, 10200, 12495, 13005, 15300, 15300, 15300,
       15300, 15300, 15300, 13260, 10710,  5100,  2805,     0,  2805,
        7395, 12750, 13005, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300,  8925,  1275,     0,     0,  1020,  4845, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 13260,
        8670,  2040,     0,     0,  7650,  9945, 15300, 15300, 15300,
       12750, 10200,  6120,  1020,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0,     0,     0,     0,     0,
           0,     0,     0,     0,     0], dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([ 7.04545455, 11.5127186 , 11.04545455, 11.11904762, 10.88555347,
        6.625     ]), 'width_heights': array([7650., 7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([20.        , 30.67647059, 47.5       , 63.04761905, 79.26829268,
       94.        ]), 'right_ips': array([ 27.04545455,  42.18918919,  58.54545455,  74.16666667,
        90.15384615, 100.625     ])}","{'peaks': array([29, 44, 61, 76, 92], dtype=int64), 'histogram': array([15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 11985,  7650,  2040,     0,     0,     0,     0,  3825,
        7395, 13005, 15300, 13515,  4845,     0,     0,     0,     0,
           0,     0,     0,     0,     0,   765,  5865, 15300, 15300,
       15300, 12495, 10200,  5100,  2805,  2295,     0,     0,     0,
           0,     0,     0,  2040,  4590, 10200, 12495, 15300, 12495,
        7905,  2550,  2295,     0,     0,     0,     0,     0,     0,
           0,     0,  6375, 14025, 15300, 15300, 14280, 10455,     0,
           0,     0,     0,     0,     0,     0,     0,     0,  2040,
        6630, 13260, 15300, 15300,  7650,  5355,     0,     0,     0,
        2550,  5100,  9180, 14280, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300, 15300,
       15300, 15300, 15300, 15300, 15300], dtype=uint32), 'avg_peak_height': 15300.0, 'half_height': 7650.0, 'chosen_rel_height': 0.5, 'widths': array([3.63101604, 5.31081081, 4.5021645 , 5.10162602, 3.84615385]), 'width_heights': array([7650., 7650., 7650., 7650., 7650.]), 'left_ips': array([27.04545455, 42.18918919, 58.54545455, 74.16666667, 90.15384615]), 'right_ips': array([30.67647059, 47.5       , 63.04761905, 79.26829268, 94.        ])}",80.625,5,[12.91 16.59 15.58 16.1  12.6 ],[3.63101604 5.31081081 4.5021645  5.10162602 3.84615385],[ 7.04545455 11.5127186  11.04545455 11.11904762 10.88555347  6.625     ],[7650. 7650. 7650. 7650. 7650.],[7650. 7650. 7650. 7650. 7650. 7650.]
