strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,peaks,type,index,process,membrane_type
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,6,5.953703703703702,7650.0,26,membrane,0,0_otsuOffset,outer
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,6,10.157499999999999,7650.0,39,membrane,1,0_otsuOffset,inner
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,6,10.605194805194806,7650.0,52,membrane,2,0_otsuOffset,inner
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,6,9.570723684210527,7650.0,66,membrane,3,0_otsuOffset,inner
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,6,11.089761570827477,7650.0,81,membrane,4,0_otsuOffset,inner
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,6,5.555555555555557,7650.0,94,membrane,5,0_otsuOffset,outer
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,6.607142857142858,7650.0,27,membrane,0,0_otsuOffset,outer
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,11.501689189189186,7650.0,42,membrane,1,0_otsuOffset,inner
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,11.709677419354833,7650.0,59,membrane,2,0_otsuOffset,inner
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,13.214285714285708,7650.0,78,membrane,3,0_otsuOffset,inner
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,11.837500000000006,7650.0,95,membrane,4,0_otsuOffset,inner
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,12.00793650793652,7650.0,112,membrane,5,0_otsuOffset,inner
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,11.429381735677836,7650.0,129,membrane,6,0_otsuOffset,inner
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545453,8,7.9090909090909065,7650.0,144,membrane,7,0_otsuOffset,outer
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,5,7.917701863354036,7650.0,25,membrane,0,0_otsuOffset,outer
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,5,12.334096109839813,7650.0,40,membrane,1,0_otsuOffset,inner
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,5,12.666666666666664,7650.0,58,membrane,2,0_otsuOffset,inner
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,5,12.373333333333335,7650.0,75,membrane,3,0_otsuOffset,inner
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,5,8.286634460547504,7650.0,89,membrane,4,0_otsuOffset,outer
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,5,8.785714285714285,7650.0,27,membrane,0,0_otsuOffset,outer
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,5,12.415686274509802,7650.0,42,membrane,1,0_otsuOffset,inner
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,5,13.705936920222626,7650.0,61,membrane,2,0_otsuOffset,inner
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,5,11.21875,7650.0,76,membrane,3,0_otsuOffset,inner
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,5,8.13095238095238,7650.0,90,membrane,4,0_otsuOffset,outer
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,5.94638242894057,7650.0,26,membrane,0,0_otsuOffset,outer
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,9.464473684210525,7650.0,37,membrane,1,0_otsuOffset,inner
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,9.623376623376622,7650.0,51,membrane,2,0_otsuOffset,inner
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,10.030241935483872,7650.0,64,membrane,3,0_otsuOffset,inner
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,9.908004778972526,7650.0,79,membrane,4,0_otsuOffset,inner
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,10.3010752688172,7650.0,91,membrane,5,0_otsuOffset,inner
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,10.0,7650.0,104,membrane,6,0_otsuOffset,inner
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,9,9.771958537915978,7650.0,118,membrane,7,0_otsuOffset,inner
