strip,filename,box_size,x,y,strip_filename,rotation_angle,x1,y1,x2,y2
15,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1164,636,strip_15.png,-31.167172646102262,101,67,146,167
