strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,5,24.5,0.5384615384615401,6757.5,35,lumen,11_otsuOffset,0
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,5,0.0,2.857142857142854,2167.5,65,lumen,11_otsuOffset,1
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,5,55.38,2.89861751152074,7650.0,86,lumen,11_otsuOffset,2
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,5,0.0,4.055944055944053,2677.5,106,lumen,11_otsuOffset,3
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,5,0.0,2.142857142857139,1402.5,128,lumen,11_otsuOffset,4
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,27.81,5.415441176470587,6757.5,41,lumen,11_otsuOffset,0
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,22.05,5.320954907161806,7650.0,61,lumen,11_otsuOffset,1
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,22.88,4.8746867167919845,7140.0,84,lumen,11_otsuOffset,2
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,0.0,1.0,510.0,98,lumen,11_otsuOffset,3
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,8.69,4.450000000000003,2295.0,101,lumen,11_otsuOffset,4
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,10.37,2.0862068965517295,4335.0,106,lumen,11_otsuOffset,5
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,19.31,5.683333333333337,4717.5,125,lumen,11_otsuOffset,6
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,20.83,3.476284584980249,7650.0,145,lumen,11_otsuOffset,7
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,9,15.27,3.75,4845.0,165,lumen,11_otsuOffset,8
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,2.74,1.0,13387.5,19,lumen,11_otsuOffset,0
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,3.54,3.7892156862745097,13387.5,23,lumen,11_otsuOffset,1
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,8.25,3.7892156862745097,13387.5,26,lumen,11_otsuOffset,2
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,10.37,3.3541666666666643,7140.0,39,lumen,11_otsuOffset,3
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,5.2,0.9166666666666643,1530.0,45,lumen,11_otsuOffset,4
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,19.65,4.390199637023592,5482.5,58,lumen,11_otsuOffset,5
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,11.03,5.76398026315789,6247.5,78,lumen,11_otsuOffset,6
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,18.6,5.76398026315789,6247.5,80,lumen,11_otsuOffset,7
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,0.0,1.0,510.0,91,lumen,11_otsuOffset,8
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,10,0.0,3.741258741258733,1912.5,101,lumen,11_otsuOffset,9
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,6,15.05,3.404545454545456,4207.5,41,lumen,11_otsuOffset,0
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,6,21.44,3.6902834008097116,7140.0,61,lumen,11_otsuOffset,1
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,6,21.17,3.6958333333333258,5992.5,83,lumen,11_otsuOffset,2
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,6,7.67,2.62626262626263,4080.0,99,lumen,11_otsuOffset,3
