strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,6,0.6666666666666643,8542.5,false,34,membrane,0,11_otsuOffset,outer
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,6,30.698412698412703,7650.0,false,49,membrane,1,11_otsuOffset,inner
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,6,17.88709677419355,7650.0,false,75,membrane,2,11_otsuOffset,inner
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,6,17.521978021978015,7650.0,false,97,membrane,3,11_otsuOffset,inner
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,6,31.93636363636365,7650.0,false,117,membrane,4,11_otsuOffset,inner
0,output\processed_images\11_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,107.85555555555557,6,53.51428571428572,7650.0,false,133,membrane,5,11_otsuOffset,outer
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,29.275,7650.0,false,24,membrane,0,11_otsuOffset,outer
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,16.801217038539555,7650.0,false,51,membrane,1,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,16.65182186234817,7650.0,false,72,membrane,2,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,11.404761904761898,7650.0,false,93,membrane,3,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,7.362068965517238,7650.0,false,99,membrane,4,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,0.9379310344827587,13005.0,false,105,membrane,5,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,16.92857142857143,7650.0,false,114,membrane,6,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,17.409090909090892,7650.0,false,136,membrane,7,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,17.29076086956522,7650.0,false,155,membrane,8,11_otsuOffset,inner
1,output\processed_images\11_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,166.0875,10,8.5,7650.0,false,171,membrane,9,11_otsuOffset,outer
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,0.5625,1912.5,false,18,membrane,0,11_otsuOffset,outer
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,2.916666666666668,1912.5,false,21,membrane,1,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,2.0,1147.5,false,24,membrane,2,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,9.381944444444443,7650.0,false,33,membrane,3,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,2.433333333333337,13770.0,false,42,membrane,4,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,15.642857142857146,7650.0,false,50,membrane,5,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,17.94736842105263,7650.0,false,68,membrane,6,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,1.0,3060.0,false,79,membrane,7,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,8.25,7650.0,false,87,membrane,8,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,21.459999999999994,7650.0,false,95,membrane,9,11_otsuOffset,inner
10,output\processed_images\11_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,95.0225,11,30.709999999999994,7650.0,false,106,membrane,10,11_otsuOffset,outer
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,10.295454545454547,7650.0,false,35,membrane,0,11_otsuOffset,outer
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,18.307692307692307,7650.0,false,51,membrane,1,11_otsuOffset,inner
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,17.559210526315788,7650.0,false,72,membrane,2,11_otsuOffset,inner
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,18.74162679425838,7650.0,false,91,membrane,3,11_otsuOffset,inner
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,0.9722222222222285,11220.0,false,101,membrane,4,11_otsuOffset,inner
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,9.536585365853654,7650.0,false,108,membrane,5,11_otsuOffset,inner
11,output\processed_images\11_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,85.92045454545455,7,0.875,3315.0,false,116,membrane,6,11_otsuOffset,outer
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,1.541666666666666,2932.5,false,12,membrane,0,11_otsuOffset,outer
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,9.326086956521738,7650.0,false,20,membrane,1,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.777777777777779,7650.0,false,36,membrane,2,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,19.269230769230774,7650.0,false,56,membrane,3,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.400000000000006,7650.0,false,77,membrane,4,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.263285024154598,7650.0,false,96,membrane,5,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,1.5,7905.0,false,106,membrane,6,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.305555555555557,7650.0,false,111,membrane,7,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.305555555555557,7650.0,false,118,membrane,8,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.293103448275872,7650.0,false,137,membrane,9,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,15.047619047619065,7650.0,false,154,membrane,10,11_otsuOffset,inner
12,output\processed_images\11_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,161.39460784313724,12,7.019607843137237,7650.0,false,170,membrane,11,11_otsuOffset,outer
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,2.3000000000000007,5100.0,false,28,membrane,0,11_otsuOffset,outer
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,9.588888888888889,7650.0,false,35,membrane,1,11_otsuOffset,inner
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,17.166666666666664,7650.0,false,52,membrane,2,11_otsuOffset,inner
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,35.682539682539684,7650.0,false,71,membrane,3,11_otsuOffset,inner
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,54.77777777777778,7650.0,false,89,membrane,4,11_otsuOffset,inner
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,11.36666666666666,7650.0,false,107,membrane,5,11_otsuOffset,inner
14,output\processed_images\11_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,88.425,7,2.125,6502.5,false,113,membrane,6,11_otsuOffset,outer
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,28.054487179487182,7650.0,false,19,membrane,0,11_otsuOffset,outer
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,0.8333333333333321,9690.0,false,25,membrane,1,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,28.054487179487182,7650.0,false,35,membrane,2,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,15.483333333333334,7650.0,false,55,membrane,3,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,15.895833333333329,7650.0,false,73,membrane,4,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,16.040935672514607,7650.0,false,94,membrane,5,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,16.181318681318672,7650.0,false,115,membrane,6,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,16.400735294117652,7650.0,false,135,membrane,7,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,15.312820512820508,7650.0,false,154,membrane,8,11_otsuOffset,inner
15,output\processed_images\11_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,159.90170940170938,10,10.0,7650.0,false,169,membrane,9,11_otsuOffset,outer
16,output\processed_images\11_otsuOffset\membrane\strip_16.png,1.315,0.7604562737642585,200,263,48.70833333333333,5,0.7083333333333321,2422.5,false,18,membrane,0,11_otsuOffset,outer
16,output\processed_images\11_otsuOffset\membrane\strip_16.png,1.315,0.7604562737642585,200,263,48.70833333333333,5,12.603896103896101,7650.0,false,28,membrane,1,11_otsuOffset,inner
16,output\processed_images\11_otsuOffset\membrane\strip_16.png,1.315,0.7604562737642585,200,263,48.70833333333333,5,17.004434589800447,7650.0,false,43,membrane,2,11_otsuOffset,inner
16,output\processed_images\11_otsuOffset\membrane\strip_16.png,1.315,0.7604562737642585,200,263,48.70833333333333,5,11.352941176470594,7650.0,false,59,membrane,3,11_otsuOffset,inner
16,output\processed_images\11_otsuOffset\membrane\strip_16.png,1.315,0.7604562737642585,200,263,48.70833333333333,5,1.0,4717.5,false,66,membrane,4,11_otsuOffset,outer
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,3.200000000000003,7650.0,false,32,membrane,0,11_otsuOffset,outer
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,22.825000000000003,7650.0,false,38,membrane,1,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,14.5,7650.0,false,43,membrane,2,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,12.125,7650.0,false,50,membrane,3,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,1.5,9435.0,false,60,membrane,4,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,19.125000000000007,7650.0,false,70,membrane,5,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,0.6176470588235361,5865.0,false,86,membrane,6,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,16.944444444444443,7650.0,false,95,membrane,7,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,0.5833333333333286,11602.5,false,104,membrane,8,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,16.07032967032967,7650.0,false,117,membrane,9,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,29.34511784511787,7650.0,false,137,membrane,10,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,0.625,14407.5,false,149,membrane,11,11_otsuOffset,inner
19,output\processed_images\11_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,129.4814814814815,13,29.34511784511787,7650.0,false,153,membrane,12,11_otsuOffset,outer
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,11.2,7650.0,false,24,membrane,0,11_otsuOffset,outer
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,17.083333333333336,7650.0,false,39,membrane,1,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,17.381944444444443,7650.0,false,60,membrane,2,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,17.066666666666663,7650.0,false,82,membrane,3,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,12.5,7650.0,false,104,membrane,4,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,23.85714285714286,7650.0,false,113,membrane,5,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,34.388888888888886,7650.0,false,124,membrane,6,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,1.3571428571428612,7650.0,false,133,membrane,7,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,16.97999999999999,7650.0,false,144,membrane,8,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,10.65384615384616,7650.0,false,163,membrane,9,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,16.375,7650.0,false,169,membrane,10,11_otsuOffset,inner
2,output\processed_images\11_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,167.075,12,28.02884615384616,7650.0,false,178,membrane,11,11_otsuOffset,outer
20,output\processed_images\11_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,64.39596273291926,5,10.140468227424748,7650.0,false,38,membrane,0,11_otsuOffset,outer
20,output\processed_images\11_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,64.39596273291926,5,14.512820512820511,7650.0,false,54,membrane,1,11_otsuOffset,inner
20,output\processed_images\11_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,64.39596273291926,5,0.5714285714285694,4972.5,false,64,membrane,2,11_otsuOffset,inner
20,output\processed_images\11_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,64.39596273291926,5,16.994736842105254,7650.0,false,76,membrane,3,11_otsuOffset,inner
20,output\processed_images\11_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,64.39596273291926,5,11.90079365079366,7650.0,false,91,membrane,4,11_otsuOffset,outer
21,output\processed_images\11_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,91.01875,6,9.349999999999998,7650.0,false,30,membrane,0,11_otsuOffset,outer
21,output\processed_images\11_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,91.01875,6,14.100000000000001,7650.0,false,44,membrane,1,11_otsuOffset,inner
21,output\processed_images\11_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,91.01875,6,16.02380952380952,7650.0,false,59,membrane,2,11_otsuOffset,inner
21,output\processed_images\11_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,91.01875,6,14.412903225806446,7650.0,false,80,membrane,3,11_otsuOffset,inner
21,output\processed_images\11_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,91.01875,6,14.674242424242422,7650.0,false,97,membrane,4,11_otsuOffset,inner
21,output\processed_images\11_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,91.01875,6,8.768749999999997,7650.0,false,113,membrane,5,11_otsuOffset,outer
22,output\processed_images\11_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,92.34408602150538,5,27.725038402457763,7650.0,false,59,membrane,0,11_otsuOffset,outer
22,output\processed_images\11_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,92.34408602150538,5,17.681818181818187,7650.0,false,86,membrane,1,11_otsuOffset,inner
22,output\processed_images\11_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,92.34408602150538,5,42.16666666666666,7650.0,false,103,membrane,2,11_otsuOffset,inner
22,output\processed_images\11_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,92.34408602150538,5,50.68181818181819,7650.0,false,120,membrane,3,11_otsuOffset,inner
22,output\processed_images\11_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,92.34408602150538,5,10.166666666666657,7650.0,false,132,membrane,4,11_otsuOffset,outer
23,output\processed_images\11_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,142.99264705882354,9,9.375,7650.0,false,42,membrane,0,11_otsuOffset,outer
23,output\processed_images\11_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,142.99264705882354,9,0.7222222222222214,2805.0,false,49,membrane,1,11_otsuOffset,inner
23,output\processed_images\11_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,142.99264705882354,9,16.509090909090908,7650.0,false,60,membrane,2,11_otsuOffset,inner
