strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,6.184210526315788,7650.0,false,39,membrane,0,4_otsuOffset,outer
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,19.5,7650.0,false,52,membrane,1,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,18.518382352941174,7650.0,false,76,membrane,2,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,15.881249999999994,7650.0,false,92,membrane,3,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,15.881249999999994,7650.0,false,99,membrane,4,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,5.0,7650.0,false,112,membrane,5,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,10.804347826086953,7650.0,false,121,membrane,6,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,0.5357142857142776,7012.5,false,129,membrane,7,4_otsuOffset,inner
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,9,9.047741935483884,7650.0,false,134,membrane,8,4_otsuOffset,outer
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,7.411111111111111,7650.0,false,14,membrane,0,4_otsuOffset,outer
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,14.35526315789474,7650.0,false,26,membrane,1,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,14.35526315789474,7650.0,false,35,membrane,2,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,14.607142857142854,7650.0,false,51,membrane,3,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,13.1875,7650.0,false,72,membrane,4,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.5416666666666714,12877.5,false,77,membrane,5,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.5555555555555571,7140.0,false,80,membrane,6,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.9090909090909065,5992.5,false,87,membrane,7,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.5625,8670.0,false,89,membrane,8,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,12.0625,7650.0,false,93,membrane,9,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.5833333333333286,13132.5,false,98,membrane,10,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.6666666666666714,9435.0,false,100,membrane,11,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,15.208333333333329,7650.0,false,113,membrane,12,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,0.7083333333333286,11347.5,false,120,membrane,13,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,2.53125,12622.5,false,130,membrane,14,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,14.55263157894737,7650.0,false,137,membrane,15,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,13.962476547842385,7650.0,false,152,membrane,16,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,2.677272727272708,10582.5,false,160,membrane,17,4_otsuOffset,inner
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,19,5.94736842105263,7012.5,false,169,membrane,18,4_otsuOffset,outer
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,8.588888888888892,7650.0,false,33,membrane,0,4_otsuOffset,outer
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,2.375,13132.5,false,43,membrane,1,4_otsuOffset,inner
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,14.586956521739133,7650.0,false,50,membrane,2,4_otsuOffset,inner
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,16.433823529411768,7650.0,false,68,membrane,3,4_otsuOffset,inner
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,6.673913043478265,7650.0,false,87,membrane,4,4_otsuOffset,inner
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,8.901785714285708,7650.0,false,95,membrane,5,4_otsuOffset,inner
10,output\processed_images\4_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.30065359477123,7,10.257918552036188,7650.0,false,106,membrane,6,4_otsuOffset,outer
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,9.208333333333332,7650.0,false,35,membrane,0,4_otsuOffset,outer
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,0.8333333333333357,6375.0,false,42,membrane,1,4_otsuOffset,inner
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,15.550000000000004,7650.0,false,51,membrane,2,4_otsuOffset,inner
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,15.52424242424243,7650.0,false,72,membrane,3,4_otsuOffset,inner
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,15.441558441558442,7650.0,false,91,membrane,4,4_otsuOffset,inner
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,0.818181818181813,8797.5,false,100,membrane,5,4_otsuOffset,inner
11,output\processed_images\4_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.18333333333332,7,7.622727272727261,7650.0,false,109,membrane,6,4_otsuOffset,outer
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,6.635174418604652,7650.0,false,20,membrane,0,4_otsuOffset,outer
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,14.265993265993263,7650.0,false,32,membrane,1,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,14.265993265993263,7650.0,false,39,membrane,2,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,15.55833333333333,7650.0,false,53,membrane,3,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,15.55833333333333,7650.0,false,60,membrane,4,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,13.018445322793141,7650.0,false,74,membrane,5,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,13.018445322793141,7650.0,false,80,membrane,6,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,1.551724137931032,12367.5,false,91,membrane,7,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,13.134099616858236,7650.0,false,97,membrane,8,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,12.714285714285708,7650.0,false,111,membrane,9,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,12.714285714285708,7650.0,false,119,membrane,10,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,13.53372434017595,7650.0,false,133,membrane,11,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,13.53372434017595,7650.0,false,141,membrane,12,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,14.006410256410277,7650.0,false,154,membrane,13,4_otsuOffset,inner
12,output\processed_images\4_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,155.15178571428572,15,4.868131868131883,7650.0,false,170,membrane,14,4_otsuOffset,outer
14,output\processed_images\4_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,71.47916666666667,7,2.5625,4717.5,false,28,membrane,0,4_otsuOffset,outer
