strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,0.0,1.0,510.0,42,lumen,4_otsuOffset,0
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,25.9,3.616666666666667,6757.5,64,lumen,4_otsuOffset,1
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,21.79,4.587500000000006,7650.0,86,lumen,4_otsuOffset,2
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,0.0,1.0,510.0,94,lumen,4_otsuOffset,3
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,22.06,5.21875,7650.0,107,lumen,4_otsuOffset,4
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,0.0,2.0,510.0,115,lumen,4_otsuOffset,5
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,10.83,4.258064516129025,5865.0,128,lumen,4_otsuOffset,6
0,output\processed_images\4_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.7642105263158,8,6.32,0.75,8287.5,130,lumen,4_otsuOffset,7
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,14.52,4.181818181818183,6120.0,20,lumen,4_otsuOffset,0
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,0.0,4.7500000000000036,1402.5,30,lumen,4_otsuOffset,1
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,22.13,7.64473684210526,7650.0,40,lumen,4_otsuOffset,2
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,21.1,7.205357142857146,7650.0,61,lumen,4_otsuOffset,3
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,4.61,0.5499999999999972,2422.5,76,lumen,4_otsuOffset,4
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,3.01,0.5833333333333286,8160.0,79,lumen,4_otsuOffset,5
1,output\processed_images\4_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.8,18,7.27,9.9375,7650.0,84,lumen,4_otsuOffset,6
