strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,0.6000000000000014,1147.5,false,30,membrane,0,10_otsuOffset,outer
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,30.682857142857145,7650.0,false,49,membrane,1,10_otsuOffset,inner
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,17.73325062034739,7650.0,false,68,membrane,2,10_otsuOffset,inner
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,51.42709677419355,7650.0,false,77,membrane,3,10_otsuOffset,inner
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,17.369230769230768,7650.0,false,97,membrane,4,10_otsuOffset,inner
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,17.230769230769226,7650.0,false,118,membrane,5,10_otsuOffset,inner
0,output\processed_images\10_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,110.31428571428572,7,9.939285714285717,7650.0,false,134,membrane,6,10_otsuOffset,outer
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,20.9,7650.0,false,20,membrane,0,10_otsuOffset,outer
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,6.9375,7650.0,false,33,membrane,1,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,0.5499999999999972,5482.5,false,39,membrane,2,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,16.719907407407405,7650.0,false,51,membrane,3,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,16.587719298245617,7650.0,false,72,membrane,4,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,9.804761904761904,7650.0,false,92,membrane,5,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,7.554545454545448,7650.0,false,99,membrane,6,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,16.45833333333333,7650.0,false,114,membrane,7,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,17.125,7650.0,false,136,membrane,8,10_otsuOffset,inner
1,output\processed_images\10_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,165.9217391304348,11,17.066666666666663,7650.0,false,155,membrane,9,10_otsuOffset,inner
