strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,11.51,3.8645833333333357,3952.5,43,lumen,9_otsuOffset,0
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,2.5,1.0,1402.5,53,lumen,9_otsuOffset,1
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,5.0,1.7000000000000028,6885.0,57,lumen,9_otsuOffset,2
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,7.43,8.375,7650.0,64,lumen,9_otsuOffset,3
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,9.01,0.5625,9307.5,67,lumen,9_otsuOffset,4
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,21.23,6.952380952380949,7650.0,86,lumen,9_otsuOffset,5
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,0.0,2.25,1402.5,95,lumen,9_otsuOffset,6
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,21.44,6.578853046594986,7650.0,107,lumen,9_otsuOffset,7
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,0.0,2.75,765.0,115,lumen,9_otsuOffset,8
0,output\processed_images\9_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,101.97333333333333,10,17.46,6.242647058823536,7650.0,129,lumen,9_otsuOffset,9
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,14.53,4.13623188405797,7140.0,20,lumen,9_otsuOffset,0
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,0.0,5.0000000000000036,1402.5,30,lumen,9_otsuOffset,1
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,22.31,8.07692307692308,7650.0,40,lumen,9_otsuOffset,2
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,21.12,7.358974358974358,7650.0,61,lumen,9_otsuOffset,3
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,2.89,1.0607142857142975,3697.5,72,lumen,9_otsuOffset,4
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,11.96,11.118881118881106,7650.0,84,lumen,9_otsuOffset,5
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,8.21,1.8461538461538396,9307.5,88,lumen,9_otsuOffset,6
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,2.5,1.625,2422.5,96,lumen,9_otsuOffset,7
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,2.08,0.6470588235294059,5992.5,99,lumen,9_otsuOffset,8
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,15.44,7.387692307692305,7650.0,105,lumen,9_otsuOffset,9
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,5.71,0.5714285714285694,6502.5,120,lumen,9_otsuOffset,10
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,9.24,4.44736842105263,7650.0,124,lumen,9_otsuOffset,11
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,3.97,2.0,2677.5,132,lumen,9_otsuOffset,12
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,20.97,6.806754221388388,7650.0,144,lumen,9_otsuOffset,13
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,4.78,1.9166666666666572,4845.0,158,lumen,9_otsuOffset,14
1,output\processed_images\9_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.77222222222224,16,10.56,5.30263157894737,8287.5,165,lumen,9_otsuOffset,15
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,12.7,5.94444444444445,7650.0,39,lumen,9_otsuOffset,0
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,1.83,0.625,3187.5,46,lumen,9_otsuOffset,1
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,1.18,1.0,2677.5,48,lumen,9_otsuOffset,2
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,19.64,6.07509881422925,7650.0,58,lumen,9_otsuOffset,3
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,17.73,8.798534798534789,7650.0,80,lumen,9_otsuOffset,4
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,2.38,6.683333333333323,3187.5,87,lumen,9_otsuOffset,5
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,2.6,6.683333333333323,3187.5,89,lumen,9_otsuOffset,6
10,output\processed_images\9_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,79.83333333333333,8,15.23,5.533333333333331,7140.0,100,lumen,9_otsuOffset,7
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,5.59,0.6388888888888857,11092.5,40,lumen,9_otsuOffset,0
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,10.53,6.0320512820512775,6757.5,42,lumen,9_otsuOffset,1
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,21.45,8.037878787878782,7650.0,61,lumen,9_otsuOffset,2
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,19.19,6.627192982456151,7650.0,82,lumen,9_otsuOffset,3
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,0.0,1.0,892.5,93,lumen,9_otsuOffset,4
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,3.81,0.5625,3825.0,95,lumen,9_otsuOffset,5
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,8.27,7.833333333333343,7650.0,102,lumen,9_otsuOffset,6
11,output\processed_images\9_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,79.51190476190476,8,4.19,0.6111111111111143,10200.0,105,lumen,9_otsuOffset,7
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,16.09,5.924999999999997,7650.0,26,lumen,9_otsuOffset,0
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,0.0,1.176470588235297,2932.5,36,lumen,9_otsuOffset,1
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,20.82,6.279761904761905,7650.0,47,lumen,9_otsuOffset,2
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,0.0,2.875,637.5,57,lumen,9_otsuOffset,3
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,19.51,5.529644268774703,7650.0,68,lumen,9_otsuOffset,4
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,0.0,2.7846153846153925,3060.0,78,lumen,9_otsuOffset,5
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,14.29,6.181451612903231,7650.0,86,lumen,9_otsuOffset,6
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,4.56,1.5416666666666714,3187.5,93,lumen,9_otsuOffset,7
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,5.19,0.8333333333333286,3315.0,100,lumen,9_otsuOffset,8
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,13.67,6.406296851574226,7650.0,105,lumen,9_otsuOffset,9
12,output\processed_images\9_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,154.82142857142858,15,0.0,3.5637254901960773,3697.5,114,lumen,9_otsuOffset,10
