strip,grana_height,grana_height_nm,num_lumen,repeat_distance,px_per_nm,nm_per_px,scale,scale_pixels,lumen_width,membrane_width,membrane_number
134,69.8362480127186,63.77739544540511,4,[14.92 17.33 16.63 14.56],1.095,0.91324200913242,200,219,[6.55454545 6.70909091 6.08080808 5.68803419],[ 6.23464373 10.49090909 10.74545455 11.16666667  6.57013575],1
