strip,grana_height,grana_height_nm,num_lumen,repeat_distance,px_per_nm,nm_per_px,scale,scale_pixels,lumen_width
135,71.76190476190476,65.53598608393128,4,15.89,1.095,0.91324200913242,200,219,6.800000000000004
135,71.76190476190476,65.53598608393128,4,18.32,1.095,0.91324200913242,200,219,6.800000000000004
135,71.76190476190476,65.53598608393128,4,16.15,1.095,0.91324200913242,200,219,6.800000000000004
135,71.76190476190476,65.53598608393128,4,14.31,1.095,0.91324200913242,200,219,6.800000000000004
135,71.76190476190476,65.53598608393128,4,15.89,1.095,0.91324200913242,200,219,5.148148148148138
135,71.76190476190476,65.53598608393128,4,18.32,1.095,0.91324200913242,200,219,5.148148148148138
135,71.76190476190476,65.53598608393128,4,16.15,1.095,0.91324200913242,200,219,5.148148148148138
135,71.76190476190476,65.53598608393128,4,14.31,1.095,0.91324200913242,200,219,5.148148148148138
135,71.76190476190476,65.53598608393128,4,15.89,1.095,0.91324200913242,200,219,6.070707070707073
135,71.76190476190476,65.53598608393128,4,18.32,1.095,0.91324200913242,200,219,6.070707070707073
135,71.76190476190476,65.53598608393128,4,16.15,1.095,0.91324200913242,200,219,6.070707070707073
135,71.76190476190476,65.53598608393128,4,14.31,1.095,0.91324200913242,200,219,6.070707070707073
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,4.9739470256187595
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,5.5075187969924855
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,4.916666666666664
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,4.8133208255159445
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,4.537878787878782
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,3.419207317073173
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,5.0314685314685335
161,107.23313953488373,121.85584038054971,8,11.48,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,14.26,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,13.8,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,13.74,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,13.21,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,12.11,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,13.45,0.88,1.1363636363636365,500,440,4.705555555555563
161,107.23313953488373,121.85584038054971,8,10.9,0.88,1.1363636363636365,500,440,4.705555555555563
176,87.4090909090909,99.32851239669422,6,11.78,0.88,1.1363636363636365,500,440,4.51923076923077
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,4.51923076923077
176,87.4090909090909,99.32851239669422,6,13.71,0.88,1.1363636363636365,500,440,4.51923076923077
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,4.51923076923077
176,87.4090909090909,99.32851239669422,6,15.38,0.88,1.1363636363636365,500,440,4.51923076923077
176,87.4090909090909,99.32851239669422,6,12.75,0.88,1.1363636363636365,500,440,4.51923076923077
176,87.4090909090909,99.32851239669422,6,11.78,0.88,1.1363636363636365,500,440,5.055555555555557
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.055555555555557
176,87.4090909090909,99.32851239669422,6,13.71,0.88,1.1363636363636365,500,440,5.055555555555557
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.055555555555557
176,87.4090909090909,99.32851239669422,6,15.38,0.88,1.1363636363636365,500,440,5.055555555555557
176,87.4090909090909,99.32851239669422,6,12.75,0.88,1.1363636363636365,500,440,5.055555555555557
176,87.4090909090909,99.32851239669422,6,11.78,0.88,1.1363636363636365,500,440,5.006993006993007
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.006993006993007
176,87.4090909090909,99.32851239669422,6,13.71,0.88,1.1363636363636365,500,440,5.006993006993007
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.006993006993007
176,87.4090909090909,99.32851239669422,6,15.38,0.88,1.1363636363636365,500,440,5.006993006993007
176,87.4090909090909,99.32851239669422,6,12.75,0.88,1.1363636363636365,500,440,5.006993006993007
176,87.4090909090909,99.32851239669422,6,11.78,0.88,1.1363636363636365,500,440,5.5909090909090935
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.5909090909090935
176,87.4090909090909,99.32851239669422,6,13.71,0.88,1.1363636363636365,500,440,5.5909090909090935
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.5909090909090935
176,87.4090909090909,99.32851239669422,6,15.38,0.88,1.1363636363636365,500,440,5.5909090909090935
176,87.4090909090909,99.32851239669422,6,12.75,0.88,1.1363636363636365,500,440,5.5909090909090935
176,87.4090909090909,99.32851239669422,6,11.78,0.88,1.1363636363636365,500,440,6.208333333333329
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,6.208333333333329
176,87.4090909090909,99.32851239669422,6,13.71,0.88,1.1363636363636365,500,440,6.208333333333329
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,6.208333333333329
176,87.4090909090909,99.32851239669422,6,15.38,0.88,1.1363636363636365,500,440,6.208333333333329
176,87.4090909090909,99.32851239669422,6,12.75,0.88,1.1363636363636365,500,440,6.208333333333329
176,87.4090909090909,99.32851239669422,6,11.78,0.88,1.1363636363636365,500,440,5.676151761517616
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.676151761517616
176,87.4090909090909,99.32851239669422,6,13.71,0.88,1.1363636363636365,500,440,5.676151761517616
176,87.4090909090909,99.32851239669422,6,14.42,0.88,1.1363636363636365,500,440,5.676151761517616
176,87.4090909090909,99.32851239669422,6,15.38,0.88,1.1363636363636365,500,440,5.676151761517616
176,87.4090909090909,99.32851239669422,6,12.75,0.88,1.1363636363636365,500,440,5.676151761517616
187,79.04040404040404,89.8186409550046,5,13.08,0.88,1.1363636363636365,500,440,5.334688346883468
187,79.04040404040404,89.8186409550046,5,16.62,0.88,1.1363636363636365,500,440,5.334688346883468
187,79.04040404040404,89.8186409550046,5,15.41,0.88,1.1363636363636365,500,440,5.334688346883468
187,79.04040404040404,89.8186409550046,5,16.14,0.88,1.1363636363636365,500,440,5.334688346883468
187,79.04040404040404,89.8186409550046,5,12.75,0.88,1.1363636363636365,500,440,5.334688346883468
187,79.04040404040404,89.8186409550046,5,13.08,0.88,1.1363636363636365,500,440,6.583333333333336
187,79.04040404040404,89.8186409550046,5,16.62,0.88,1.1363636363636365,500,440,6.583333333333336
187,79.04040404040404,89.8186409550046,5,15.41,0.88,1.1363636363636365,500,440,6.583333333333336
187,79.04040404040404,89.8186409550046,5,16.14,0.88,1.1363636363636365,500,440,6.583333333333336
187,79.04040404040404,89.8186409550046,5,12.75,0.88,1.1363636363636365,500,440,6.583333333333336
187,79.04040404040404,89.8186409550046,5,13.08,0.88,1.1363636363636365,500,440,5.421052631578945
187,79.04040404040404,89.8186409550046,5,16.62,0.88,1.1363636363636365,500,440,5.421052631578945
187,79.04040404040404,89.8186409550046,5,15.41,0.88,1.1363636363636365,500,440,5.421052631578945
187,79.04040404040404,89.8186409550046,5,16.14,0.88,1.1363636363636365,500,440,5.421052631578945
187,79.04040404040404,89.8186409550046,5,12.75,0.88,1.1363636363636365,500,440,5.421052631578945
187,79.04040404040404,89.8186409550046,5,13.08,0.88,1.1363636363636365,500,440,6.4290909090909025
187,79.04040404040404,89.8186409550046,5,16.62,0.88,1.1363636363636365,500,440,6.4290909090909025
187,79.04040404040404,89.8186409550046,5,15.41,0.88,1.1363636363636365,500,440,6.4290909090909025
187,79.04040404040404,89.8186409550046,5,16.14,0.88,1.1363636363636365,500,440,6.4290909090909025
187,79.04040404040404,89.8186409550046,5,12.75,0.88,1.1363636363636365,500,440,6.4290909090909025
187,79.04040404040404,89.8186409550046,5,13.08,0.88,1.1363636363636365,500,440,5.681818181818187
187,79.04040404040404,89.8186409550046,5,16.62,0.88,1.1363636363636365,500,440,5.681818181818187
187,79.04040404040404,89.8186409550046,5,15.41,0.88,1.1363636363636365,500,440,5.681818181818187
187,79.04040404040404,89.8186409550046,5,16.14,0.88,1.1363636363636365,500,440,5.681818181818187
187,79.04040404040404,89.8186409550046,5,12.75,0.88,1.1363636363636365,500,440,5.681818181818187
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,6.601626016260159
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,8.071428571428577
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,6.562091503267979
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,6.959183673469383
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,5.894285714285715
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,6.817477096546867
229,121.96480938416421,111.38338756544677,7,14.89,1.095,0.91324200913242,200,219,5.264705882352928
229,121.96480938416421,111.38338756544677,7,18.68,1.095,0.91324200913242,200,219,5.264705882352928
229,121.96480938416421,111.38338756544677,7,17.17,1.095,0.91324200913242,200,219,5.264705882352928
229,121.96480938416421,111.38338756544677,7,17.31,1.095,0.91324200913242,200,219,5.264705882352928
229,121.96480938416421,111.38338756544677,7,16.51,1.095,0.91324200913242,200,219,5.264705882352928
229,121.96480938416421,111.38338756544677,7,17.44,1.095,0.91324200913242,200,219,5.264705882352928
229,121.96480938416421,111.38338756544677,7,13.65,1.095,0.91324200913242,200,219,5.264705882352928
232,165.23076923076923,187.76223776223776,11,12.65,0.88,1.1363636363636365,500,440,6.258928571428569
232,165.23076923076923,187.76223776223776,11,15.3,0.88,1.1363636363636365,500,440,6.258928571428569
232,165.23076923076923,187.76223776223776,11,14.5,0.88,1.1363636363636365,500,440,6.258928571428569
