strip,grana_height,grana_height_nm,num_lumen,repeat_distance,repeat_distance_nm,px_per_nm,nm_per_px, scale, scale_pixels
101,72.13333333333333,81.96969696969697,5,14.25,16.19318181818182,0.88,1.1363636363636365
