strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,membrane_width,membrane_width_heights,type,index,process
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,5.90253411306043,7650.0,membrane,0,263_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,9.966117216117212,7650.0,membrane,1,263_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,10.291666666666664,7650.0,membrane,2,263_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,9.548094373865702,7650.0,membrane,3,263_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,10.984189723320156,7650.0,membrane,4,263_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,5.555555555555557,7650.0,membrane,5,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,6.571428571428573,7650.0,membrane,0,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,10.959326788218796,7650.0,membrane,1,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,11.230195712954341,7650.0,membrane,2,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,12.970689655172407,7650.0,membrane,3,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,11.514316012725345,7650.0,membrane,4,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,11.493464052287578,7650.0,membrane,5,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,11.134219554030864,7650.0,membrane,6,263_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.96052631578948,7,7.510526315789491,7650.0,membrane,7,263_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.79629629629629,4,6.708333333333332,7650.0,membrane,0,263_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.79629629629629,4,11.719091673675358,7650.0,membrane,1,263_otsuOffset
