strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type,membrane_width_nm
19,output\processed_images\0_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,127.22222222222224,9,13.223809523809509,7650.0,False,139,membrane,7,0_otsuOffset,inner,10.056128915444493
19,output\processed_images\0_otsuOffset\membrane\strip_19.png,1.315,0.7604562737642585,200,263,127.22222222222224,9,7.1452991452991625,7650.0,False,154,membrane,8,0_otsuOffset,outer,5.433687562965142
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,7.8253968253968225,7650.0,False,24,membrane,0,0_otsuOffset,outer,5.950872110567926
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,14.110599078341014,7650.0,False,35,membrane,1,0_otsuOffset,inner,10.730493595696588
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,14.110599078341014,7650.0,False,44,membrane,2,0_otsuOffset,inner,10.730493595696588
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,15.308270676691734,7650.0,False,56,membrane,3,0_otsuOffset,inner,11.64127047657166
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,15.308270676691734,7650.0,False,62,membrane,4,0_otsuOffset,inner,11.64127047657166
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,11.996323529411768,7650.0,False,79,membrane,5,0_otsuOffset,inner,9.122679490046972
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,11.996323529411768,7650.0,False,82,membrane,6,0_otsuOffset,inner,9.122679490046972
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,1.0833333333333286,7650.0,True,89,membrane,7,0_otsuOffset,inner,0.8238276299112764
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,2.0,3060.0,True,94,membrane,8,0_otsuOffset,inner,1.520912547528517
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,9.269230769230774,7650.0,False,102,membrane,9,0_otsuOffset,inner,7.048844691430245
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,1.2374999999999972,9052.5,True,109,membrane,10,0_otsuOffset,inner,0.9410646387832677
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,2.0,8287.5,True,111,membrane,11,0_otsuOffset,inner,1.520912547528517
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,15.076190476190476,7650.0,False,123,membrane,12,0_otsuOffset,inner,11.46478363208401
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,15.076190476190476,7650.0,False,128,membrane,13,0_otsuOffset,inner,11.46478363208401
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,0.5555555555555429,12622.5,True,141,membrane,14,0_otsuOffset,inner,0.4224757076468007
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,13.793269230769226,7650.0,False,146,membrane,15,0_otsuOffset,inner,10.489178122257966
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,14.735507246376812,7650.0,False,163,membrane,16,0_otsuOffset,inner,11.20570893260594
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,2.9456521739130324,10327.5,True,170,membrane,17,0_otsuOffset,inner,2.2400396759794923
2,output\processed_images\0_otsuOffset\membrane\strip_2.png,1.315,0.7604562737642585,200,263,163.32679738562092,19,6.2423529411764775,7650.0,False,179,membrane,18,0_otsuOffset,outer,4.747036457168424
20,output\processed_images\0_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,63.587813620071685,4,8.832258064516125,7650.0,False,38,membrane,0,0_otsuOffset,outer,6.716546056666255
