type,num,peak_idx,peak_height,fwhm_width,left_base,right_base,center,distance_to_next_peak
peak,4,106,31875,5.94,102.79,108.74,105.76,
peak,5,128,35700,16.85,119.65,136.5,128.07,22.309999999999988
trough,2,59,35700,15.7,49.24,64.94,57.09,
trough,3,78,35700,16.06,69.53,85.59,77.56,20.47
trough,4,95,35700,15.1,87.74,102.84,95.29,17.730000000000004
