type,num,peak_idx,peak_height,fwhm_width,left_base,right_base,center,distance_to_next_peak
peak,0,22,33660,41.3,1.25,42.55,21.9,
peak,6,98,33660,6.33,94.82,101.15,97.98,76.08000000000001
peak,10,138,33660,14.68,130.82,145.5,138.16,40.17999999999999
trough,4,64,33660,26.38,48.78,75.16,61.97,
trough,5,87,33660,17.16,77.66,94.82,86.24,24.269999999999996
trough,6,107,33660,14.16,101.15,115.31,108.23,21.99000000000001
trough,9,126,29580,8.54,120.07,128.62,124.34,16.11
