2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,1012,1036,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,360,536,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,988,596,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,1764,972,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,2000,1524,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,936,1600,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,220,1260,200
2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,120,1496,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,372,1720,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,952,1768,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,896,1444,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,1192,1412,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,1580,1156,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,1844,824,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,1024,656,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,1484,536,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,416,876,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,456,1104,200
2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,168,880,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,468,448,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,72,556,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,640,800,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,228,1076,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,1292,980,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,1864,1360,200
2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,400,1380,200
2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,1284,580,200
2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,1668,1012,200
2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,992,1640,200
2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,1696,1252,200
2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,876,1184,200
2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,1936,1668,200
2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,412,1784,200
2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,868,1656,200
2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,1280,1628,200
2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,1164,664,200
2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,840,528,200
2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,1500,764,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,96,1140,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,532,592,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,748,360,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,1080,172,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,560,1840,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,852,2004,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,1440,1252,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,1136,1108,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,1540,884,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,1960,752,200
2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,1436,560,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,184,1060,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,528,780,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,1716,1576,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,1004,1228,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,1412,1196,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,284,568,200
2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,1436,384,200
2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,40,1508,200
2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,232,1012,200
2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,488,848,200
2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,756,384,200
2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,1504,376,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,896,984,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,344,1640,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,812,1740,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,1108,1752,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,1368,1484,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,1916,736,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,1476,380,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,892,404,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,656,380,200
2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,1368,684,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,236,880,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,796,1068,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,908,508,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,1260,248,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,1652,316,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,1672,540,200
2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,1644,1104,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,572,876,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,384,792,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,416,596,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,1408,584,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,1844,992,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,744,1288,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,952,1608,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,1076,1748,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,1432,1604,200
2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,1928,432,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,236,1308,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,476,1684,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,672,912,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,312,964,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,728,656,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,1248,376,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,1864,340,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,1672,892,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,1304,768,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,1012,1048,200
2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,980,1252,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,328,1792,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,1024,1816,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,584,1888,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,800,1428,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,1024,1332,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,1672,524,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,1208,468,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,1024,424,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,576,668,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,868,296,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,432,1040,200
2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,240,1052,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,660,1664,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,728,1856,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,1060,1344,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,1296,1204,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,1600,944,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,1792,704,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,1608,420,200
2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,260,1156,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,872,344,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,1408,840,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,1828,1308,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,1220,1748,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,1088,1812,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,984,1984,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,904,1244,200
2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,1052,792,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,240,780,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,652,784,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,616,396,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,1056,268,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,1460,672,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,1552,1084,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,1636,1708,200
2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,1344,1848,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,592,1128,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,296,412,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,1516,356,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,1032,196,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,1524,1360,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,1948,1440,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,1120,1048,200
2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,1188,1624,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,876,1100,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,228,1556,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,664,1072,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,1608,724,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,1512,356,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,1444,104,200
2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,640,1932,200
2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,776,488,200
2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,1016,196,200
2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,1320,364,200
2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,1096,980,200
2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,1796,1228,200
2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,1420,1696,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,1572,460,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,1340,348,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,1480,184,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,288,764,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,1284,1256,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,1736,1220,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,780,1564,200
2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,1288,1680,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,1048,368,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,1404,288,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,1776,156,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,1740,1640,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,864,1900,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,888,1308,200
2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,548,344,200
2023-7-26_Wild Type_500uE 1 hour_2_025_19k.png,1188,1632,200
2023-7-26_Wild Type_500uE 1 hour_2_025_19k.png,804,1964,200
2023-7-26_Wild Type_500uE 1 hour_2_025_19k.png,1532,180,200
2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,436,736,200
2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,544,408,200
2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,1176,1196,200
2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,1548,1052,200
2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,1044,1648,200
2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,1368,336,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,704,644,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1120,488,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1408,132,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1624,156,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1788,376,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1072,712,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1272,1196,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,720,1524,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1116,1728,200
2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,1528,1396,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,744,984,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,1028,1028,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,904,660,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,932,432,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,1568,468,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,1848,988,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,976,1408,200
2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,332,1648,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,196,1336,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,420,1368,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,448,1420,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,676,1072,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,712,1568,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,1268,512,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,1680,992,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,1708,484,200
2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,732,448,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,700,212,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1004,352,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1220,540,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1512,468,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1584,936,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1860,1560,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1656,1304,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,1028,1336,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,816,1916,200
2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,528,780,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1304,272,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,736,312,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1300,664,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1144,788,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,220,896,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1276,1124,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1160,1308,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,840,1404,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1308,1644,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1944,1948,200
2023-9-4_Wild Type_Dark Adapted_2_012_25k.png,1900,784,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,508,352,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,1124,204,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,1076,820,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,1420,460,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,1364,1180,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,928,1848,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,1564,1808,200
2023-9-4_Wild Type_Dark Adapted_2_016_25k.png,1616,476,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,364,868,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,424,1028,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1132,1180,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1400,1064,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1480,844,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1500,668,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1508,504,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1528,320,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1764,340,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,964,516,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1544,1444,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1360,1288,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,1032,1756,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,136,1824,200
2023-9-4_Wild Type_Dark Adapted_3_003_25k.png,76,1476,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,400,600,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,668,488,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,172,252,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,1500,1292,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,1124,1008,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,1212,1808,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,1588,1824,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,1264,640,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,1052,660,200
2023-9-4_Wild Type_Dark Adapted_3_012_25k.png,492,1200,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,324,1556,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,572,1648,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,852,1432,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,904,1172,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,1132,1048,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,1580,1400,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,1224,1516,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,400,864,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,608,644,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1020,568,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1192,352,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1212,856,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1428,740,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1860,340,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1784,672,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1884,836,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1708,1280,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,1708,1280,200
2022-1-10_Wild Type_500uE 1 hour_1_16_29k.png,928,1184,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,336,1536,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,1128,1056,200
2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,1736,1336,200
