strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,4.59,2.0,10455.0,25,lumen,8_otsuOffset,0
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,3.79,0.8333333333333321,8670.0,28,lumen,8_otsuOffset,1
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,54.04,2.25,6502.5,32,lumen,8_otsuOffset,2
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,0.0,2.0,1275.0,65,lumen,8_otsuOffset,3
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,0.0,3.5645933014354085,2550.0,106,lumen,8_otsuOffset,4
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,0.0,1.8333333333333286,510.0,127,lumen,8_otsuOffset,5
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,60.71,3.4952380952380793,7395.0,142,lumen,8_otsuOffset,6
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,2.32,0.75,6502.5,147,lumen,8_otsuOffset,7
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,5.65,1.386363636363626,8032.5,152,lumen,8_otsuOffset,8
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,10,5.94,2.770833333333343,11602.5,156,lumen,8_otsuOffset,9
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,25.85,1.0,6757.5,8,lumen,8_otsuOffset,0
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,0.0,4.700000000000003,2295.0,41,lumen,8_otsuOffset,1
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,40.01,5.474025974025977,6885.0,62,lumen,8_otsuOffset,2
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,41.61,4.816666666666677,7140.0,84,lumen,8_otsuOffset,3
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,0.0,4.0,1530.0,101,lumen,8_otsuOffset,4
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,0.0,2.833333333333343,892.5,107,lumen,8_otsuOffset,5
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,0.0,3.5777777777777686,3315.0,126,lumen,8_otsuOffset,6
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,46.02,3.6444444444444457,6630.0,145,lumen,8_otsuOffset,7
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,9,0.0,1.0,382.5,164,lumen,8_otsuOffset,8
10,output\processed_images\8_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.22222222222223,7,2.06,1.0,11602.5,13,lumen,8_otsuOffset,0
10,output\processed_images\8_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.22222222222223,7,8.81,1.8999999999999986,12495.0,19,lumen,8_otsuOffset,1
10,output\processed_images\8_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.22222222222223,7,20.1,2.9027777777777786,12240.0,24,lumen,8_otsuOffset,2
10,output\processed_images\8_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.22222222222223,7,0.0,2.8958333333333357,1912.5,40,lumen,8_otsuOffset,3
