strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,3.345238095238095,4845.0,false,22,membrane,0,8_otsuOffset,outer
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,0.6666666666666679,6630.0,false,27,membrane,1,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,1.0833333333333321,8797.5,false,31,membrane,2,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,35.0,7650.0,false,49,membrane,3,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,75.0,7650.0,false,85,membrane,4,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,96.66666666666667,7650.0,false,117,membrane,5,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,13.5,7650.0,false,133,membrane,6,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,1.5714285714285836,8797.5,false,145,membrane,7,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,7.20779220779221,7905.0,false,149,membrane,8,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,0.8653846153846132,7267.5,false,154,membrane,9,8_otsuOffset,inner
0,output\processed_images\8_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,140.26190476190476,11,3.0833333333333144,3697.5,false,159,membrane,10,8_otsuOffset,outer
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,10,0.5499999999999998,8542.5,false,7,membrane,0,8_otsuOffset,outer
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,10,31.299999999999997,7650.0,false,24,membrane,1,8_otsuOffset,inner
1,output\processed_images\8_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,168.4952380952381,10,16.945454545454545,7650.0,false,51,membrane,2,8_otsuOffset,inner
