strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,type,index,process
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,5.15,0.6428571428571423,13260.0,lumen,0,215_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,9.63,5.6011904761904745,12367.5,lumen,1,215_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,12.18,3.1679536679536717,7650.0,lumen,2,215_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,14.14,2.742424242424242,7650.0,lumen,3,215_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,14.26,3.69464285714286,6757.5,lumen,4,215_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,15.09,3.9771929824561454,7650.0,lumen,5,215_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,90.04166666666667,7,12.29,3.183823529411768,7140.0,lumen,6,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,2.61,1.166666666666666,13005.0,lumen,0,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,4.74,1.0,12622.5,lumen,1,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,11.5,4.2620370370370395,11602.5,lumen,2,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,14.94,4.31818181818182,7650.0,lumen,3,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,8.85,4.596153846153847,7650.0,lumen,4,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,8.65,0.75,13132.5,lumen,5,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,18.34,4.961363636363643,7012.5,lumen,6,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,16.65,3.3703703703703667,5610.0,lumen,7,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,17.03,3.746880570409985,7650.0,lumen,8,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,9.28,4.416666666666671,5355.0,lumen,9,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,7.83,0.5416666666666714,8797.5,lumen,10,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,14.39,3.1018518518518476,7140.0,lumen,11,215_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,152.1103896103896,13,13.14,4.35833333333332,10582.5,lumen,12,215_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,84.66806722689077,6,11.48,5.42577030812325,7777.5,lumen,0,215_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,84.66806722689077,6,15.24,4.424876847290637,7650.0,lumen,1,215_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,84.66806722689077,6,17.36,3.7333333333333343,7650.0,lumen,2,215_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,84.66806722689077,6,16.96,3.055555555555557,7012.5,lumen,3,215_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,84.66806722689077,6,13.92,2.4409814323607293,6247.5,lumen,4,215_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,84.66806722689077,6,7.63,0.6666666666666714,11857.5,lumen,5,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,1.93,0.5499999999999998,13387.5,lumen,0,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,5.18,2.6307692307692303,11730.0,lumen,1,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,15.01,7.3125,11985.0,lumen,2,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,16.0,4.161764705882355,7650.0,lumen,3,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,26.54,3.898185483870968,7650.0,lumen,4,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,0.0,3.3666666666666742,1785.0,lumen,5,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,21.48,3.3838383838383805,4080.0,lumen,6,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,14.56,4.839285714285708,10072.5,lumen,7,215_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,105.27678571428571,9,0.89,1.0,5227.5,lumen,8,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,11.78,2.8979591836734677,7650.0,lumen,0,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,13.81,3.1675675675675663,7650.0,lumen,1,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,14.13,3.7835753176043525,6757.5,lumen,2,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,14.17,3.3723076923077002,7650.0,lumen,3,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,19.07,3.2561576354679858,4972.5,lumen,4,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,0.0,2.0,2550.0,lumen,5,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,19.43,3.1098484848484844,7650.0,lumen,6,215_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,109.90576923076924,8,10.84,2.7898287493513294,6757.5,lumen,7,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,12.65,5.277272727272727,12622.5,lumen,0,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,12.03,3.254310344827587,6502.5,lumen,1,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,14.63,3.193404634581107,7650.0,lumen,2,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,13.68,2.7338603425559924,7650.0,lumen,3,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,14.45,3.2475095785440686,7650.0,lumen,4,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,15.11,3.7156862745097925,7650.0,lumen,5,215_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,102.02380952380953,7,13.04,4.483918128654963,6757.5,lumen,6,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,2.74,2.9083333333333323,7777.5,lumen,0,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,12.42,6.707070707070706,10710.0,lumen,1,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,13.15,3.1089743589743577,7650.0,lumen,2,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,16.74,4.75,7650.0,lumen,3,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,15.36,3.5714285714285694,7650.0,lumen,4,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,15.97,4.30427631578948,7140.0,lumen,5,215_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,96.88695652173912,7,12.97,3.516447368421055,7650.0,lumen,6,215_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,135.57,9,14.78,4.485576923076923,7650.0,lumen,0,215_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,135.57,9,18.99,6.392857142857146,7650.0,lumen,1,215_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,135.57,9,17.14,4.385199240986722,7650.0,lumen,2,215_otsuOffset
