strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,0.0,1.8333333333333357,510.0,42,lumen,0_otsuOffset,0
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,0.0,1.0,382.5,45,lumen,0_otsuOffset,1
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,25.76,4.237536656891493,6885.0,64,lumen,0_otsuOffset,2
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,21.71,5.373865698729588,7650.0,86,lumen,0_otsuOffset,3
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,21.93,6.101626016260155,7650.0,107,lumen,0_otsuOffset,4
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,0.0,2.0,510.0,115,lumen,0_otsuOffset,5
0,output\processed_images\0_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,103.55714285714286,7,17.08,5.4212962962962905,5992.5,129,lumen,0_otsuOffset,6
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,14.65,4.0476190476190474,6885.0,19,lumen,0_otsuOffset,0
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,5.02,3.5,2040.0,31,lumen,0_otsuOffset,1
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,16.77,7.579130434782613,7650.0,40,lumen,0_otsuOffset,2
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,0.57,2.7692307692307665,2422.5,48,lumen,0_otsuOffset,3
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,4.52,1.9153846153846104,3315.0,54,lumen,0_otsuOffset,4
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,16.32,7.97126436781609,7650.0,61,lumen,0_otsuOffset,5
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,4.28,1.0833333333333286,2805.0,75,lumen,0_otsuOffset,6
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,13.69,10.557692307692307,7650.0,84,lumen,0_otsuOffset,7
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,4.72,0.5416666666666714,4717.5,91,lumen,0_otsuOffset,8
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,2.81,2.549999999999997,2422.5,96,lumen,0_otsuOffset,9
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,2.07,0.6176470588235361,6120.0,99,lumen,0_otsuOffset,10
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,15.12,6.75,7650.0,105,lumen,0_otsuOffset,11
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,4.85,0.75,4335.0,119,lumen,0_otsuOffset,12
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,15.59,4.450000000000003,7650.0,124,lumen,0_otsuOffset,13
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,-1.19,1.1428571428571388,1530.0,137,lumen,0_otsuOffset,14
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,20.86,6.629370629370641,7650.0,144,lumen,0_otsuOffset,15
1,output\processed_images\0_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,162.0681818181818,17,15.19,5.699999999999989,7395.0,165,lumen,0_otsuOffset,16
10,output\processed_images\0_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,82.11111111111111,6,11.92,5.746543778801843,7650.0,38,lumen,0_otsuOffset,0
10,output\processed_images\0_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,82.11111111111111,6,4.32,1.5,2295.0,45,lumen,0_otsuOffset,1
10,output\processed_images\0_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,82.11111111111111,6,19.3,4.813186813186817,7650.0,57,lumen,0_otsuOffset,2
10,output\processed_images\0_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,82.11111111111111,6,23.02,7.5,7650.0,80,lumen,0_otsuOffset,3
10,output\processed_images\0_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,82.11111111111111,6,0.0,2.875,637.5,91,lumen,0_otsuOffset,4
10,output\processed_images\0_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,82.11111111111111,6,15.51,4.306561085972845,5737.5,100,lumen,0_otsuOffset,5
11,output\processed_images\0_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,80.70333333333333,5,15.71,5.472222222222221,5610.0,42,lumen,0_otsuOffset,0
11,output\processed_images\0_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,80.70333333333333,5,21.39,6.441016333938293,7650.0,60,lumen,0_otsuOffset,1
11,output\processed_images\0_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,80.70333333333333,5,9.5,5.400000000000006,7140.0,81,lumen,0_otsuOffset,2
11,output\processed_images\0_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,80.70333333333333,5,10.84,5.400000000000006,7140.0,83,lumen,0_otsuOffset,3
