strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,type,index,process
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,72.9375,5,11.91,4.305246422893482,7650.0,lumen,0,180_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,72.9375,5,14.36,4.67849898580122,7650.0,lumen,1,180_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,72.9375,5,13.81,4.389189189189189,7650.0,lumen,2,180_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,72.9375,5,14.9,4.950000000000003,7650.0,lumen,3,180_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,72.9375,5,12.81,5.074884792626733,7650.0,lumen,4,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,14.88,6.423280423280424,7650.0,lumen,0,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,17.67,6.825174825174827,7650.0,lumen,1,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,17.99,6.615591397849457,7650.0,lumen,2,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,16.88,5.673913043478265,7650.0,lumen,3,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,17.21,6.56630824372759,7650.0,lumen,4,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,16.68,6.318840579710155,7650.0,lumen,5,180_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.54444444444444,7,14.73,6.285714285714278,7650.0,lumen,6,180_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.86233403214536,4,14.88,5.584770114942533,7650.0,lumen,0,180_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.86233403214536,4,17.45,5.455555555555556,7650.0,lumen,1,180_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.86233403214536,4,16.52,4.412698412698418,7140.0,lumen,2,180_otsuOffset
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.86233403214536,4,14.71,4.466666666666669,7650.0,lumen,3,180_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9125,4,16.2,6.100000000000001,7650.0,lumen,0,180_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9125,4,18.14,5.987192118226602,7650.0,lumen,1,180_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9125,4,16.24,4.78125,6757.5,lumen,2,180_otsuOffset
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9125,4,14.42,5.178571428571431,7650.0,lumen,3,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,11.28,4.233388704318937,7650.0,lumen,0,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,14.01,4.921980495123783,7650.0,lumen,1,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,14.03,4.883838383838388,7650.0,lumen,2,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,13.78,4.816433566433574,7650.0,lumen,3,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,13.36,4.775115207373275,7650.0,lumen,4,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,12.21,3.897435897435898,7650.0,lumen,5,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,13.13,4.896405919661731,7650.0,lumen,6,180_otsuOffset
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.53214285714287,8,10.98,4.718181818181819,7650.0,lumen,7,180_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,87.4397233201581,6,11.95,4.8032407407407405,7650.0,lumen,0,180_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,87.4397233201581,6,14.24,4.862111801242236,7650.0,lumen,1,180_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,87.4397233201581,6,13.94,4.743604651162791,7650.0,lumen,2,180_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,87.4397233201581,6,14.19,4.924585218702859,7650.0,lumen,3,180_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,87.4397233201581,6,15.29,5.918505942275033,7650.0,lumen,4,180_otsuOffset
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,87.4397233201581,6,12.81,5.580392156862743,7650.0,lumen,5,180_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.67647058823529,6,13.39,5.2513513513513495,7650.0,lumen,0,180_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.67647058823529,6,16.35,5.539170506912441,7650.0,lumen,1,180_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.67647058823529,6,15.5,4.9227053140096615,7650.0,lumen,2,180_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.67647058823529,6,16.14,5.965473145780052,7650.0,lumen,3,180_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.67647058823529,6,0.0,1.0,382.5,lumen,4,180_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.67647058823529,6,12.9,5.239999999999995,7650.0,lumen,5,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,14.94,6.384615384615383,7650.0,lumen,0,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,18.61,7.810810810810814,7650.0,lumen,1,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,17.11,6.309677419354827,7650.0,lumen,2,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,17.42,6.723214285714292,7650.0,lumen,3,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,16.7,6.067460317460316,7650.0,lumen,4,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,17.32,6.771309771309774,7650.0,lumen,5,180_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.09795918367348,7,13.66,5.241379310344826,7650.0,lumen,6,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,12.66,6.656758448060074,6757.5,lumen,0,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,15.18,7.062378167641327,7650.0,lumen,1,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,13.43,6.235197368421055,7650.0,lumen,2,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,1.02,0.7000000000000028,1020.0,lumen,3,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,15.33,6.814616755793239,7650.0,lumen,4,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,15.39,6.36666666666666,7650.0,lumen,5,180_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,164.68965517241378,12,14.17,5.65384615384616,7650.0,lumen,6,180_otsuOffset
