strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,type,index,process
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,5.63,2.916666666666667,11730.0,lumen,0,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,4.57,2.2666666666666657,9945.0,lumen,1,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,3.05,0.6071428571428577,13132.5,lumen,2,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,9.66,6.369047619047619,11602.5,lumen,3,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,19.18,2.6896551724137936,6502.5,lumen,4,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,0.0,1.9285714285714306,1020.0,lumen,5,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,29.24,2.9558735837805656,6247.5,lumen,6,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,0.0,2.6500000000000057,765.0,lumen,7,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,19.63,3.0008064516129025,5737.5,lumen,8,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,11.51,4.623903508771932,9817.5,lumen,9,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,0.95,0.5833333333333286,7140.0,lumen,10,268_otsuOffset
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,114.28030303030303,12,7.76,3.061111111111117,11602.5,lumen,11,268_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,124.52592592592592,7,14.76,4.547979797979796,7650.0,lumen,0,268_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,124.52592592592592,7,17.57,5.162162162162161,7650.0,lumen,1,268_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,124.52592592592592,7,18.54,5.357843137254903,7012.5,lumen,2,268_otsuOffset
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,124.52592592592592,7,16.7,3.5702380952380963,5737.5,lumen,3,268_otsuOffset
