strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,4.0,1.9499999999999993,10710.0,25,lumen,7_otsuOffset,0
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,3.75,1.2142857142857153,9945.0,28,lumen,7_otsuOffset,1
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,28.36,0.8333333333333357,7650.0,32,lumen,7_otsuOffset,2
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,0.0,2.6666666666666714,1402.5,65,lumen,7_otsuOffset,3
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,54.24,2.882352941176464,3952.5,86,lumen,7_otsuOffset,4
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,0.0,3.6666666666666714,2550.0,107,lumen,7_otsuOffset,5
0,output\processed_images\7_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,118.86904761904762,7,0.0,3.487179487179489,2805.0,128,lumen,7_otsuOffset,6
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,0.0,5.2071428571428555,2422.5,39,lumen,7_otsuOffset,0
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,39.63,5.622252747252752,7012.5,61,lumen,7_otsuOffset,1
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,41.55,4.8342105263158,7140.0,84,lumen,7_otsuOffset,2
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,-9.85,4.591666666666669,2167.5,101,lumen,7_otsuOffset,3
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,9.85,1.558333333333323,2167.5,106,lumen,7_otsuOffset,4
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,9.3,0.7222222222222285,5100.0,123,lumen,7_otsuOffset,5
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,-9.3,5.411111111111111,3315.0,125,lumen,7_otsuOffset,6
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,45.88,3.1370967741935374,7650.0,145,lumen,7_otsuOffset,7
1,output\processed_images\7_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,167.16666666666666,9,0.0,2.0,510.0,164,lumen,7_otsuOffset,8
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,2.47,0.5500000000000007,13897.5,10,lumen,7_otsuOffset,0
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,4.11,1.0500000000000007,12877.5,12,lumen,7_otsuOffset,1
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,1.77,0.875,12112.5,16,lumen,7_otsuOffset,2
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,5.49,3.8000000000000007,12622.5,18,lumen,7_otsuOffset,3
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,10.04,2.6143790849673216,12750.0,24,lumen,7_otsuOffset,4
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,15.82,3.3302139037433136,5737.5,39,lumen,7_otsuOffset,5
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,19.91,3.42307692307692,5227.5,58,lumen,7_otsuOffset,6
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,29.36,4.356250000000003,6502.5,80,lumen,7_otsuOffset,7
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,0.0,3.4761904761904674,1530.0,102,lumen,7_otsuOffset,8
10,output\processed_images\7_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,106.33333333333333,10,14.28,1.0,1402.5,111,lumen,7_otsuOffset,9
11,output\processed_images\7_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,83.38194444444444,5,0.0,4.0,382.5,41,lumen,7_otsuOffset,0
11,output\processed_images\7_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,83.38194444444444,5,37.84,3.497435897435899,7140.0,61,lumen,7_otsuOffset,1
