strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,process,index
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,4,0.0,3.9423076923076934,2295.0,66,lumen,1_otsuOffset,0
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,4,36.67,3.992857142857133,7650.0,85,lumen,1_otsuOffset,1
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,4,28.38,4.69142857142856,6885.0,107,lumen,1_otsuOffset,2
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,4,0.0,4.553571428571416,3697.5,128,lumen,1_otsuOffset,3
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,0.0,3.5,1020.0,31,lumen,1_otsuOffset,0
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,27.54,6.747474747474747,7650.0,41,lumen,1_otsuOffset,1
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,21.62,6.848214285714285,7650.0,61,lumen,1_otsuOffset,2
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,21.8,7.439560439560452,7650.0,84,lumen,1_otsuOffset,3
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,0.0,2.785714285714292,1275.0,96,lumen,1_otsuOffset,4
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,20.42,6.18855218855218,6120.0,106,lumen,1_otsuOffset,5
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,16.07,5.0,6630.0,124,lumen,1_otsuOffset,6
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,3.05,1.5833333333333428,2422.5,132,lumen,1_otsuOffset,7
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,21.14,5.4090909090909065,7650.0,145,lumen,1_otsuOffset,8
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,10,14.96,4.3465909090909065,6375.0,164,lumen,1_otsuOffset,9
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,5,10.3,4.096491228070178,7650.0,39,lumen,1_otsuOffset,0
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,5,5.51,0.6000000000000014,1147.5,44,lumen,1_otsuOffset,1
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,5,19.78,4.371527777777779,6757.5,58,lumen,1_otsuOffset,2
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,5,28.92,6.145833333333329,7650.0,80,lumen,1_otsuOffset,3
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,5,0.0,4.064393939393938,2167.5,100,lumen,1_otsuOffset,4
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,4,15.17,5.145454545454548,4335.0,41,lumen,1_otsuOffset,0
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,4,21.92,5.6588235294117695,7140.0,61,lumen,1_otsuOffset,1
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,4,20.41,3.8034188034188077,7012.5,82,lumen,1_otsuOffset,2
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,4,15.69,7.03125,4462.5,103,lumen,1_otsuOffset,3
