strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,5,27.375,7650.0,false,49,membrane,0,1_otsuOffset,outer
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,5,17.164835164835168,7650.0,false,75,membrane,1,1_otsuOffset,inner
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,5,16.864285714285714,7650.0,false,97,membrane,2,1_otsuOffset,inner
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,5,17.174999999999997,7650.0,false,118,membrane,3,1_otsuOffset,inner
0,output\processed_images\1_otsuOffset\membrane\strip_0.png,1.315,0.7604562737642585,200,263,104.75,5,9.196428571428584,7650.0,false,134,membrane,4,1_otsuOffset,outer
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,18.615384615384613,7650.0,false,20,membrane,0,1_otsuOffset,outer
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,4.1969696969696955,7650.0,false,34,membrane,1,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,15.269841269841272,7650.0,false,51,membrane,2,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,14.28365384615384,7650.0,false,73,membrane,3,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,14.441558441558442,7650.0,false,94,membrane,4,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,14.441558441558442,7650.0,false,99,membrane,5,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,15.566137566137556,7650.0,false,114,membrane,6,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,1.0,12877.5,false,131,membrane,7,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,16.090909090909093,7650.0,false,137,membrane,8,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,15.375,7650.0,false,154,membrane,9,1_otsuOffset,inner
1,output\processed_images\1_otsuOffset\membrane\strip_1.png,1.315,0.7604562737642585,200,263,163.23443223443223,11,6.937229437229433,7650.0,false,170,membrane,10,1_otsuOffset,outer
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,6,8.586842105263159,7650.0,false,33,membrane,0,1_otsuOffset,outer
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,6,1.5217391304347814,14152.5,false,42,membrane,1,1_otsuOffset,inner
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,6,14.833333333333329,7650.0,false,49,membrane,2,1_otsuOffset,inner
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,6,16.8125,7650.0,false,68,membrane,3,1_otsuOffset,inner
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,6,16.643939393939405,7650.0,false,91,membrane,4,1_otsuOffset,inner
10,output\processed_images\1_otsuOffset\membrane\strip_10.png,1.315,0.7604562737642585,200,263,83.16578947368421,6,8.024122807017534,7650.0,false,106,membrane,5,1_otsuOffset,outer
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,5,9.761904761904763,7650.0,false,35,membrane,0,1_otsuOffset,outer
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,5,16.57142857142857,7650.0,false,51,membrane,1,1_otsuOffset,inner
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,5,16.27777777777777,7650.0,false,72,membrane,2,1_otsuOffset,inner
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,5,17.40384615384616,7650.0,false,91,membrane,3,1_otsuOffset,inner
11,output\processed_images\1_otsuOffset\membrane\strip_11.png,1.315,0.7604562737642585,200,263,82.69444444444444,5,9.236111111111114,7650.0,false,109,membrane,4,1_otsuOffset,outer
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,7.962450592885375,7650.0,false,20,membrane,0,1_otsuOffset,outer
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,14.809523809523807,7650.0,false,36,membrane,1,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,16.833333333333336,7650.0,false,57,membrane,2,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,13.435810810810807,7650.0,false,76,membrane,3,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,13.968253968253975,7650.0,false,96,membrane,4,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,14.134751773049643,7650.0,false,111,membrane,5,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,14.134751773049643,7650.0,false,118,membrane,6,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,14.620289855072457,7650.0,false,134,membrane,7,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,14.620289855072457,7650.0,false,140,membrane,8,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,14.794117647058812,7650.0,false,154,membrane,9,1_otsuOffset,inner
12,output\processed_images\1_otsuOffset\membrane\strip_12.png,1.315,0.7604562737642585,200,263,156.60028050490885,11,6.2478777589134324,7650.0,false,169,membrane,10,1_otsuOffset,outer
14,output\processed_images\1_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,84.48412698412699,6,2.555555555555557,4717.5,false,28,membrane,0,1_otsuOffset,outer
14,output\processed_images\1_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,84.48412698412699,6,8.909756097560972,7650.0,false,35,membrane,1,1_otsuOffset,inner
14,output\processed_images\1_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,84.48412698412699,6,15.467741935483872,7650.0,false,53,membrane,2,1_otsuOffset,inner
14,output\processed_images\1_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,84.48412698412699,6,35.07142857142857,7650.0,false,71,membrane,3,1_otsuOffset,inner
14,output\processed_images\1_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,84.48412698412699,6,52.96774193548387,7650.0,false,89,membrane,4,1_otsuOffset,inner
14,output\processed_images\1_otsuOffset\membrane\strip_14.png,1.315,0.7604562737642585,200,263,84.48412698412699,6,9.67857142857143,7650.0,false,106,membrane,5,1_otsuOffset,outer
15,output\processed_images\1_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,158.08333333333334,11,9.633333333333335,7650.0,false,20,membrane,0,1_otsuOffset,outer
15,output\processed_images\1_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,158.08333333333334,11,14.642045454545453,7650.0,false,35,membrane,1,1_otsuOffset,inner
15,output\processed_images\1_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,158.08333333333334,11,15.057065217391305,7650.0,false,54,membrane,2,1_otsuOffset,inner
15,output\processed_images\1_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,158.08333333333334,11,15.341736694677877,7650.0,false,73,membrane,3,1_otsuOffset,inner
15,output\processed_images\1_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,158.08333333333334,11,1.0,14407.5,false,90,membrane,4,1_otsuOffset,inner
15,output\processed_images\1_otsuOffset\membrane\strip_15.png,1.315,0.7604562737642585,200,263,158.08333333333334,11,13.920833333333334,7650.0,false,93,membrane,5,1_otsuOffset,inner
