strip,grana_height,num_lumen,repeat_distance,px_per_nm,nm_per_px,scale,scale_pixels,lumen_width,type,index,process,lumen_width_nm
101,72.84482758620689,5,14.13,0.88,1.1363636363636365,500,440,4.861471861471863,lumen,1,151_otsu,5.524399842581663
101,72.84482758620689,5,13.89,0.88,1.1363636363636365,500,440,4.802325581395351,lumen,2,151_otsu,5.457188160676536
101,72.84482758620689,5,15.3,0.88,1.1363636363636365,500,440,5.733333333333334,lumen,3,151_otsu,6.5151515151515165
101,72.84482758620689,5,12.08,0.88,1.1363636363636365,500,440,4.651515151515142,lumen,4,151_otsu,5.285812672176298
106,122.55187969924812,7,14.64,1.095,0.91324200913242,200,219,6.424761904761905,lumen,0,151_otsu,5.867362470102195
106,122.55187969924812,7,17.8,1.095,0.91324200913242,200,219,7.24444444444444,lumen,1,151_otsu,6.6159309994926385
106,122.55187969924812,7,18.22,1.095,0.91324200913242,200,219,6.876190476190473,lumen,2,151_otsu,6.2796260056534
106,122.55187969924812,7,17.22,1.095,0.91324200913242,200,219,6.354166666666671,lumen,3,151_otsu,5.802891933028923
106,122.55187969924812,7,16.77,1.095,0.91324200913242,200,219,6.28496503496504,lumen,4,151_otsu,5.739694095858484
106,122.55187969924812,7,16.92,1.095,0.91324200913242,200,219,6.471291866028707,lumen,5,151_otsu,5.909855585414344
106,122.55187969924812,7,14.36,1.095,0.91324200913242,200,219,5.61904761904762,lumen,6,151_otsu,5.13155033702979
134,70.7138047138047,4,14.94,1.095,0.91324200913242,200,219,6.020202020202024,lumen,0,151_otsu,5.497901388312351
134,70.7138047138047,4,17.4,1.095,0.91324200913242,200,219,5.816816816816818,lumen,1,151_otsu,5.312161476545039
134,70.7138047138047,4,16.85,1.095,0.91324200913242,200,219,5.40996168582376,lumen,2,151_otsu,4.9406042792911045
134,70.7138047138047,4,14.37,1.095,0.91324200913242,200,219,4.700000000000003,lumen,3,151_otsu,4.292237442922377
135,71.89285714285714,4,15.83,1.095,0.91324200913242,200,219,6.3108108108108105,lumen,0,151_otsu,5.763297544119461
135,71.89285714285714,4,18.4,1.095,0.91324200913242,200,219,6.587301587301589,lumen,1,151_otsu,6.0158005363484826
135,71.89285714285714,4,16.12,1.095,0.91324200913242,200,219,4.638655462184886,lumen,2,151_otsu,4.2362150339588
135,71.89285714285714,4,14.18,1.095,0.91324200913242,200,219,5.322962962962961,lumen,3,151_otsu,4.8611533908337545
161,107.23313953488372,8,11.48,0.88,1.1363636363636365,500,440,4.986702127659573,lumen,0,151_otsu,5.666706963249515
161,107.23313953488372,8,14.26,0.88,1.1363636363636365,500,440,5.527927927927927,lumen,1,151_otsu,6.281736281736282
161,107.23313953488372,8,13.8,0.88,1.1363636363636365,500,440,4.916666666666664,lumen,2,151_otsu,5.58712121212121
161,107.23313953488372,8,13.74,0.88,1.1363636363636365,500,440,4.8133208255159445,lumen,3,151_otsu,5.469682756268119
161,107.23313953488372,8,13.28,0.88,1.1363636363636365,500,440,4.537878787878782,lumen,4,151_otsu,5.156680440771344
161,107.23313953488372,8,12.05,0.88,1.1363636363636365,500,440,3.314102564102569,lumen,5,151_otsu,3.766025641025647
161,107.23313953488372,8,13.42,0.88,1.1363636363636365,500,440,5.079545454545453,lumen,6,151_otsu,5.772210743801652
161,107.23313953488372,8,10.92,0.88,1.1363636363636365,500,440,4.786324786324784,lumen,7,151_otsu,5.439005439005437
176,87.45714285714286,6,11.77,0.88,1.1363636363636365,500,440,4.48076923076923,lumen,0,151_otsu,5.091783216783217
176,87.45714285714286,6,14.41,0.88,1.1363636363636365,500,440,5.021118012422363,lumen,1,151_otsu,5.705815923207231
176,87.45714285714286,6,13.84,0.88,1.1363636363636365,500,440,4.900000000000006,lumen,2,151_otsu,5.5681818181818254
176,87.45714285714286,6,14.3,0.88,1.1363636363636365,500,440,5.240740740740748,lumen,3,151_otsu,5.955387205387214
176,87.45714285714286,6,15.42,0.88,1.1363636363636365,500,440,6.0031185031185,lumen,4,151_otsu,6.821725571725569
176,87.45714285714286,6,12.69,0.88,1.1363636363636365,500,440,5.343137254901961,lumen,5,151_otsu,6.071746880570411
187,79.18650793650795,5,13.31,0.88,1.1363636363636365,500,440,5.207070707070706,lumen,0,151_otsu,5.917125803489439
187,79.18650793650795,5,16.48,0.88,1.1363636363636365,500,440,6.138888888888893,lumen,1,151_otsu,6.9760101010101065
187,79.18650793650795,5,15.44,0.88,1.1363636363636365,500,440,5.330827067669169,lumen,2,151_otsu,6.057758031442238
187,79.18650793650795,5,16.0,0.88,1.1363636363636365,500,440,6.050675675675677,lumen,3,151_otsu,6.8757678132678155
187,79.18650793650795,5,12.81,0.88,1.1363636363636365,500,440,5.578947368421055,lumen,4,151_otsu,6.3397129186602905
229,121.9648093841642,7,14.89,1.095,0.91324200913242,200,219,6.69136960600375,lumen,0,151_otsu,6.110839822834475
229,121.9648093841642,7,18.73,1.095,0.91324200913242,200,219,8.166666666666671,lumen,1,151_otsu,7.458143074581435
229,121.9648093841642,7,17.17,1.095,0.91324200913242,200,219,6.562091503267979,lumen,2,151_otsu,5.992777628555231
229,121.9648093841642,7,17.31,1.095,0.91324200913242,200,219,6.959183673469383,lumen,3,151_otsu,6.355418879880714
229,121.9648093841642,7,16.51,1.095,0.91324200913242,200,219,5.894285714285715,lumen,4,151_otsu,5.382909328114808
229,121.9648093841642,7,17.44,1.095,0.91324200913242,200,219,6.817477096546867,lumen,5,151_otsu,6.226006480864718
229,121.9648093841642,7,13.65,1.095,0.91324200913242,200,219,5.264705882352928,lumen,6,151_otsu,4.807950577491258
232,164.86206896551724,11,12.69,0.88,1.1363636363636365,500,440,6.580357142857139,lumen,0,151_otsu,7.477678571428568
232,164.86206896551724,11,14.99,0.88,1.1363636363636365,500,440,7.1131221719457045,lumen,1,151_otsu,8.083093377211028
232,164.86206896551724,11,14.81,0.88,1.1363636363636365,500,440,6.785714285714285,lumen,2,151_otsu,7.711038961038961
232,164.86206896551724,11,15.38,0.88,1.1363636363636365,500,440,6.933333333333337,lumen,3,151_otsu,7.878787878787884
232,164.86206896551724,11,15.2,0.88,1.1363636363636365,500,440,6.224532224532211,lumen,4,151_otsu,7.073332073332059
232,164.86206896551724,11,14.16,0.88,1.1363636363636365,500,440,5.442118226600982,lumen,5,151_otsu,6.184225257501117
232,164.86206896551724,11,15.01,0.88,1.1363636363636365,500,440,6.396825396825406,lumen,6,151_otsu,7.26911976911978
232,164.86206896551724,11,14.64,0.88,1.1363636363636365,500,440,5.880434782608688,lumen,7,151_otsu,6.682312252964419
232,164.86206896551724,11,15.18,0.88,1.1363636363636365,500,440,6.8703296703296814,lumen,8,151_otsu,7.807192807192821
232,164.86206896551724,11,15.41,0.88,1.1363636363636365,500,440,7.029953917050676,lumen,9,151_otsu,7.988583996648496
232,164.86206896551724,11,12.1,0.88,1.1363636363636365,500,440,4.833333333333343,lumen,10,151_otsu,5.492424242424254
101,72.84482758620689,5,12.34,0.88,1.1363636363636365,500,440,4.906048906048905,lumen,0,153_otsu,5.575055575055575
101,72.84482758620689,5,14.13,0.88,1.1363636363636365,500,440,4.861471861471863,lumen,1,153_otsu,5.524399842581663
101,72.84482758620689,5,13.89,0.88,1.1363636363636365,500,440,4.802325581395351,lumen,2,153_otsu,5.457188160676536
101,72.84482758620689,5,15.3,0.88,1.1363636363636365,500,440,5.733333333333334,lumen,3,153_otsu,6.5151515151515165
101,72.84482758620689,5,12.08,0.88,1.1363636363636365,500,440,4.651515151515142,lumen,4,153_otsu,5.285812672176298
106,122.55187969924812,7,14.64,1.095,0.91324200913242,200,219,6.424761904761905,lumen,0,153_otsu,5.867362470102195
106,122.55187969924812,7,17.8,1.095,0.91324200913242,200,219,7.24444444444444,lumen,1,153_otsu,6.6159309994926385
106,122.55187969924812,7,18.22,1.095,0.91324200913242,200,219,6.876190476190473,lumen,2,153_otsu,6.2796260056534
106,122.55187969924812,7,17.22,1.095,0.91324200913242,200,219,6.354166666666671,lumen,3,153_otsu,5.802891933028923
106,122.55187969924812,7,16.77,1.095,0.91324200913242,200,219,6.28496503496504,lumen,4,153_otsu,5.739694095858484
106,122.55187969924812,7,16.92,1.095,0.91324200913242,200,219,6.471291866028707,lumen,5,153_otsu,5.909855585414344
106,122.55187969924812,7,14.36,1.095,0.91324200913242,200,219,5.61904761904762,lumen,6,153_otsu,5.13155033702979
134,70.7138047138047,4,14.94,1.095,0.91324200913242,200,219,6.020202020202024,lumen,0,153_otsu,5.497901388312351
134,70.7138047138047,4,17.4,1.095,0.91324200913242,200,219,5.816816816816818,lumen,1,153_otsu,5.312161476545039
134,70.7138047138047,4,16.85,1.095,0.91324200913242,200,219,5.40996168582376,lumen,2,153_otsu,4.9406042792911045
134,70.7138047138047,4,14.37,1.095,0.91324200913242,200,219,4.700000000000003,lumen,3,153_otsu,4.292237442922377
135,71.89285714285714,4,15.83,1.095,0.91324200913242,200,219,6.3108108108108105,lumen,0,153_otsu,5.763297544119461
135,71.89285714285714,4,18.4,1.095,0.91324200913242,200,219,6.587301587301589,lumen,1,153_otsu,6.0158005363484826
135,71.89285714285714,4,16.12,1.095,0.91324200913242,200,219,4.638655462184886,lumen,2,153_otsu,4.2362150339588
135,71.89285714285714,4,14.18,1.095,0.91324200913242,200,219,5.322962962962961,lumen,3,153_otsu,4.8611533908337545
161,107.23313953488372,8,11.48,0.88,1.1363636363636365,500,440,4.986702127659573,lumen,0,153_otsu,5.666706963249515
161,107.23313953488372,8,14.26,0.88,1.1363636363636365,500,440,5.527927927927927,lumen,1,153_otsu,6.281736281736282
161,107.23313953488372,8,13.8,0.88,1.1363636363636365,500,440,4.916666666666664,lumen,2,153_otsu,5.58712121212121
161,107.23313953488372,8,13.74,0.88,1.1363636363636365,500,440,4.8133208255159445,lumen,3,153_otsu,5.469682756268119
161,107.23313953488372,8,13.28,0.88,1.1363636363636365,500,440,4.537878787878782,lumen,4,153_otsu,5.156680440771344
161,107.23313953488372,8,12.05,0.88,1.1363636363636365,500,440,3.314102564102569,lumen,5,153_otsu,3.766025641025647
161,107.23313953488372,8,13.42,0.88,1.1363636363636365,500,440,5.079545454545453,lumen,6,153_otsu,5.772210743801652
161,107.23313953488372,8,10.92,0.88,1.1363636363636365,500,440,4.786324786324784,lumen,7,153_otsu,5.439005439005437
176,87.45714285714286,6,11.77,0.88,1.1363636363636365,500,440,4.48076923076923,lumen,0,153_otsu,5.091783216783217
176,87.45714285714286,6,14.41,0.88,1.1363636363636365,500,440,5.021118012422363,lumen,1,153_otsu,5.705815923207231
176,87.45714285714286,6,13.84,0.88,1.1363636363636365,500,440,4.900000000000006,lumen,2,153_otsu,5.5681818181818254
176,87.45714285714286,6,14.3,0.88,1.1363636363636365,500,440,5.240740740740748,lumen,3,153_otsu,5.955387205387214
176,87.45714285714286,6,15.42,0.88,1.1363636363636365,500,440,6.0031185031185,lumen,4,153_otsu,6.821725571725569
176,87.45714285714286,6,12.69,0.88,1.1363636363636365,500,440,5.343137254901961,lumen,5,153_otsu,6.071746880570411
187,79.18650793650795,5,13.31,0.88,1.1363636363636365,500,440,5.207070707070706,lumen,0,153_otsu,5.917125803489439
187,79.18650793650795,5,16.48,0.88,1.1363636363636365,500,440,6.138888888888893,lumen,1,153_otsu,6.9760101010101065
187,79.18650793650795,5,15.44,0.88,1.1363636363636365,500,440,5.330827067669169,lumen,2,153_otsu,6.057758031442238
187,79.18650793650795,5,16.0,0.88,1.1363636363636365,500,440,6.050675675675677,lumen,3,153_otsu,6.8757678132678155
187,79.18650793650795,5,12.81,0.88,1.1363636363636365,500,440,5.578947368421055,lumen,4,153_otsu,6.3397129186602905
229,121.9648093841642,7,14.89,1.095,0.91324200913242,200,219,6.69136960600375,lumen,0,153_otsu,6.110839822834475
229,121.9648093841642,7,18.73,1.095,0.91324200913242,200,219,8.166666666666671,lumen,1,153_otsu,7.458143074581435
229,121.9648093841642,7,17.17,1.095,0.91324200913242,200,219,6.562091503267979,lumen,2,153_otsu,5.992777628555231
229,121.9648093841642,7,17.31,1.095,0.91324200913242,200,219,6.959183673469383,lumen,3,153_otsu,6.355418879880714
229,121.9648093841642,7,16.51,1.095,0.91324200913242,200,219,5.894285714285715,lumen,4,153_otsu,5.382909328114808
229,121.9648093841642,7,17.44,1.095,0.91324200913242,200,219,6.817477096546867,lumen,5,153_otsu,6.226006480864718
229,121.9648093841642,7,13.65,1.095,0.91324200913242,200,219,5.264705882352928,lumen,6,153_otsu,4.807950577491258
232,164.86206896551724,11,12.69,0.88,1.1363636363636365,500,440,6.580357142857139,lumen,0,153_otsu,7.477678571428568
232,164.86206896551724,11,14.99,0.88,1.1363636363636365,500,440,7.1131221719457045,lumen,1,153_otsu,8.083093377211028
232,164.86206896551724,11,14.81,0.88,1.1363636363636365,500,440,6.785714285714285,lumen,2,153_otsu,7.711038961038961
232,164.86206896551724,11,15.38,0.88,1.1363636363636365,500,440,6.933333333333337,lumen,3,153_otsu,7.878787878787884
232,164.86206896551724,11,15.2,0.88,1.1363636363636365,500,440,6.224532224532211,lumen,4,153_otsu,7.073332073332059
232,164.86206896551724,11,14.16,0.88,1.1363636363636365,500,440,5.442118226600982,lumen,5,153_otsu,6.184225257501117
232,164.86206896551724,11,15.01,0.88,1.1363636363636365,500,440,6.396825396825406,lumen,6,153_otsu,7.26911976911978
232,164.86206896551724,11,14.64,0.88,1.1363636363636365,500,440,5.880434782608688,lumen,7,153_otsu,6.682312252964419
232,164.86206896551724,11,15.18,0.88,1.1363636363636365,500,440,6.8703296703296814,lumen,8,153_otsu,7.807192807192821
232,164.86206896551724,11,15.41,0.88,1.1363636363636365,500,440,7.029953917050676,lumen,9,153_otsu,7.988583996648496
232,164.86206896551724,11,12.1,0.88,1.1363636363636365,500,440,4.833333333333343,lumen,10,153_otsu,5.492424242424254
101,72.84482758620689,5,12.34,0.88,1.1363636363636365,500,440,4.906048906048905,lumen,0,155_otsu,5.575055575055575
101,72.84482758620689,5,14.13,0.88,1.1363636363636365,500,440,4.861471861471863,lumen,1,155_otsu,5.524399842581663
101,72.84482758620689,5,13.89,0.88,1.1363636363636365,500,440,4.802325581395351,lumen,2,155_otsu,5.457188160676536
101,72.84482758620689,5,15.3,0.88,1.1363636363636365,500,440,5.733333333333334,lumen,3,155_otsu,6.5151515151515165
101,72.84482758620689,5,12.08,0.88,1.1363636363636365,500,440,4.651515151515142,lumen,4,155_otsu,5.285812672176298
106,122.55187969924812,7,14.64,1.095,0.91324200913242,200,219,6.424761904761905,lumen,0,155_otsu,5.867362470102195
106,122.55187969924812,7,17.8,1.095,0.91324200913242,200,219,7.24444444444444,lumen,1,155_otsu,6.6159309994926385
106,122.55187969924812,7,18.22,1.095,0.91324200913242,200,219,6.876190476190473,lumen,2,155_otsu,6.2796260056534
106,122.55187969924812,7,17.22,1.095,0.91324200913242,200,219,6.354166666666671,lumen,3,155_otsu,5.802891933028923
106,122.55187969924812,7,16.77,1.095,0.91324200913242,200,219,6.28496503496504,lumen,4,155_otsu,5.739694095858484
106,122.55187969924812,7,16.92,1.095,0.91324200913242,200,219,6.471291866028707,lumen,5,155_otsu,5.909855585414344
106,122.55187969924812,7,14.36,1.095,0.91324200913242,200,219,5.61904761904762,lumen,6,155_otsu,5.13155033702979
134,70.7138047138047,4,14.94,1.095,0.91324200913242,200,219,6.020202020202024,lumen,0,155_otsu,5.497901388312351
134,70.7138047138047,4,17.4,1.095,0.91324200913242,200,219,5.816816816816818,lumen,1,155_otsu,5.312161476545039
134,70.7138047138047,4,16.85,1.095,0.91324200913242,200,219,5.40996168582376,lumen,2,155_otsu,4.9406042792911045
134,70.7138047138047,4,14.37,1.095,0.91324200913242,200,219,4.700000000000003,lumen,3,155_otsu,4.292237442922377
135,71.89285714285714,4,15.83,1.095,0.91324200913242,200,219,6.3108108108108105,lumen,0,155_otsu,5.763297544119461
135,71.89285714285714,4,18.4,1.095,0.91324200913242,200,219,6.587301587301589,lumen,1,155_otsu,6.0158005363484826
135,71.89285714285714,4,16.12,1.095,0.91324200913242,200,219,4.638655462184886,lumen,2,155_otsu,4.2362150339588
135,71.89285714285714,4,14.18,1.095,0.91324200913242,200,219,5.322962962962961,lumen,3,155_otsu,4.8611533908337545
161,107.23313953488372,8,11.48,0.88,1.1363636363636365,500,440,4.986702127659573,lumen,0,155_otsu,5.666706963249515
161,107.23313953488372,8,14.26,0.88,1.1363636363636365,500,440,5.527927927927927,lumen,1,155_otsu,6.281736281736282
161,107.23313953488372,8,13.8,0.88,1.1363636363636365,500,440,4.916666666666664,lumen,2,155_otsu,5.58712121212121
161,107.23313953488372,8,13.74,0.88,1.1363636363636365,500,440,4.8133208255159445,lumen,3,155_otsu,5.469682756268119
161,107.23313953488372,8,13.28,0.88,1.1363636363636365,500,440,4.537878787878782,lumen,4,155_otsu,5.156680440771344
161,107.23313953488372,8,12.05,0.88,1.1363636363636365,500,440,3.314102564102569,lumen,5,155_otsu,3.766025641025647
161,107.23313953488372,8,13.42,0.88,1.1363636363636365,500,440,5.079545454545453,lumen,6,155_otsu,5.772210743801652
161,107.23313953488372,8,10.92,0.88,1.1363636363636365,500,440,4.786324786324784,lumen,7,155_otsu,5.439005439005437
176,87.45714285714286,6,11.77,0.88,1.1363636363636365,500,440,4.48076923076923,lumen,0,155_otsu,5.091783216783217
176,87.45714285714286,6,14.41,0.88,1.1363636363636365,500,440,5.021118012422363,lumen,1,155_otsu,5.705815923207231
176,87.45714285714286,6,13.84,0.88,1.1363636363636365,500,440,4.900000000000006,lumen,2,155_otsu,5.5681818181818254
176,87.45714285714286,6,14.3,0.88,1.1363636363636365,500,440,5.240740740740748,lumen,3,155_otsu,5.955387205387214
176,87.45714285714286,6,15.42,0.88,1.1363636363636365,500,440,6.0031185031185,lumen,4,155_otsu,6.821725571725569
176,87.45714285714286,6,12.69,0.88,1.1363636363636365,500,440,5.343137254901961,lumen,5,155_otsu,6.071746880570411
187,79.18650793650795,5,13.31,0.88,1.1363636363636365,500,440,5.207070707070706,lumen,0,155_otsu,5.917125803489439
187,79.18650793650795,5,16.48,0.88,1.1363636363636365,500,440,6.138888888888893,lumen,1,155_otsu,6.9760101010101065
187,79.18650793650795,5,15.44,0.88,1.1363636363636365,500,440,5.330827067669169,lumen,2,155_otsu,6.057758031442238
187,79.18650793650795,5,16.0,0.88,1.1363636363636365,500,440,6.050675675675677,lumen,3,155_otsu,6.8757678132678155
187,79.18650793650795,5,12.81,0.88,1.1363636363636365,500,440,5.578947368421055,lumen,4,155_otsu,6.3397129186602905
229,121.9648093841642,7,14.89,1.095,0.91324200913242,200,219,6.69136960600375,lumen,0,155_otsu,6.110839822834475
229,121.9648093841642,7,18.73,1.095,0.91324200913242,200,219,8.166666666666671,lumen,1,155_otsu,7.458143074581435
229,121.9648093841642,7,17.17,1.095,0.91324200913242,200,219,6.562091503267979,lumen,2,155_otsu,5.992777628555231
229,121.9648093841642,7,17.31,1.095,0.91324200913242,200,219,6.959183673469383,lumen,3,155_otsu,6.355418879880714
229,121.9648093841642,7,16.51,1.095,0.91324200913242,200,219,5.894285714285715,lumen,4,155_otsu,5.382909328114808
229,121.9648093841642,7,17.44,1.095,0.91324200913242,200,219,6.817477096546867,lumen,5,155_otsu,6.226006480864718
229,121.9648093841642,7,13.65,1.095,0.91324200913242,200,219,5.264705882352928,lumen,6,155_otsu,4.807950577491258
232,164.86206896551724,11,12.69,0.88,1.1363636363636365,500,440,6.580357142857139,lumen,0,155_otsu,7.477678571428568
232,164.86206896551724,11,14.99,0.88,1.1363636363636365,500,440,7.1131221719457045,lumen,1,155_otsu,8.083093377211028
232,164.86206896551724,11,14.81,0.88,1.1363636363636365,500,440,6.785714285714285,lumen,2,155_otsu,7.711038961038961
232,164.86206896551724,11,15.38,0.88,1.1363636363636365,500,440,6.933333333333337,lumen,3,155_otsu,7.878787878787884
232,164.86206896551724,11,15.2,0.88,1.1363636363636365,500,440,6.224532224532211,lumen,4,155_otsu,7.073332073332059
232,164.86206896551724,11,14.16,0.88,1.1363636363636365,500,440,5.442118226600982,lumen,5,155_otsu,6.184225257501117
232,164.86206896551724,11,15.01,0.88,1.1363636363636365,500,440,6.396825396825406,lumen,6,155_otsu,7.26911976911978
232,164.86206896551724,11,14.64,0.88,1.1363636363636365,500,440,5.880434782608688,lumen,7,155_otsu,6.682312252964419
232,164.86206896551724,11,15.18,0.88,1.1363636363636365,500,440,6.8703296703296814,lumen,8,155_otsu,7.807192807192821
232,164.86206896551724,11,15.41,0.88,1.1363636363636365,500,440,7.029953917050676,lumen,9,155_otsu,7.988583996648496
232,164.86206896551724,11,12.1,0.88,1.1363636363636365,500,440,4.833333333333343,lumen,10,155_otsu,5.492424242424254
101,72.9375,5,12.06,0.88,1.1363636363636365,500,440,4.606039807824299,lumen,0,157_otsu,5.234136145254886
101,72.9375,5,14.21,0.88,1.1363636363636365,500,440,4.693277310924373,lumen,1,157_otsu,5.3332696715049694
101,72.9375,5,13.87,0.88,1.1363636363636365,500,440,4.503474903474903,lumen,2,157_otsu,5.117585117585117
101,72.9375,5,14.9,0.88,1.1363636363636365,500,440,4.950000000000003,lumen,3,157_otsu,5.6250000000000036
101,72.9375,5,12.81,0.88,1.1363636363636365,500,440,5.074884792626733,lumen,4,157_otsu,5.7669145370758335
106,122.54444444444444,7,14.69,1.095,0.91324200913242,200,219,6.423280423280424,lumen,0,157_otsu,5.866009518977556
106,122.54444444444444,7,17.81,1.095,0.91324200913242,200,219,7.2183235867446385,lumen,1,157_otsu,6.5920763349266105
106,122.54444444444444,7,18.09,1.095,0.91324200913242,200,219,6.830357142857139,lumen,2,157_otsu,6.23776908023483
106,122.54444444444444,7,17.11,1.095,0.91324200913242,200,219,6.257246376811594,lumen,3,157_otsu,5.7143802527959755
106,122.54444444444444,7,16.98,1.095,0.91324200913242,200,219,6.728888888888889,lumen,4,157_otsu,6.145104008117706
106,122.54444444444444,7,16.64,1.095,0.91324200913242,200,219,6.404040404040416,lumen,5,157_otsu,5.848438725151065
106,122.54444444444444,7,14.71,1.095,0.91324200913242,200,219,6.285714285714278,lumen,6,157_otsu,5.740378343118062
134,70.86233403214536,4,14.91,1.095,0.91324200913242,200,219,5.656739811912228,lumen,0,157_otsu,5.165972430970071
134,70.86233403214536,4,17.4,1.095,0.91324200913242,200,219,5.455555555555556,lumen,1,157_otsu,4.982242516489092
134,70.86233403214536,4,16.55,1.095,0.91324200913242,200,219,4.19047619047619,lumen,2,157_otsu,3.8269188954120454
134,70.86233403214536,4,14.74,1.095,0.91324200913242,200,219,4.510144927536231,lumen,3,157_otsu,4.1188538151015806
135,72.32941176470588,4,15.95,1.095,0.91324200913242,200,219,6.23170731707317,lumen,0,157_otsu,5.691056910569104
135,72.32941176470588,4,18.18,1.095,0.91324200913242,200,219,6.101851851851855,lumen,1,157_otsu,5.572467444613566
135,72.32941176470588,4,16.25,1.095,0.91324200913242,200,219,4.893749999999997,lumen,2,157_otsu,4.469178082191778
135,72.32941176470588,4,14.4,1.095,0.91324200913242,200,219,5.257142857142867,lumen,3,157_otsu,4.801043705153303
161,107.53214285714289,8,11.49,0.88,1.1363636363636365,500,440,4.7023809523809526,lumen,0,157_otsu,5.343614718614719
161,107.53214285714289,8,14.0,0.88,1.1363636363636365,500,440,4.975000000000001,lumen,1,157_otsu,5.653409090909093
161,107.53214285714289,8,14.1,0.88,1.1363636363636365,500,440,5.1359940872135965,lumen,2,157_otsu,5.836356917288178
161,107.53214285714289,8,13.72,0.88,1.1363636363636365,500,440,4.912393162393158,lumen,3,157_otsu,5.582264957264953
161,107.53214285714289,8,13.38,0.88,1.1363636363636365,500,440,4.801488833746902,lumen,4,157_otsu,5.456237311076025
161,107.53214285714289,8,12.22,0.88,1.1363636363636365,500,440,3.934959349593498,lumen,5,157_otsu,4.471544715447157
161,107.53214285714289,8,13.14,0.88,1.1363636363636365,500,440,4.954545454545453,lumen,6,157_otsu,5.6301652892561975
161,107.53214285714289,8,10.97,0.88,1.1363636363636365,500,440,4.7589743589743705,lumen,7,157_otsu,5.407925407925421
176,87.43181818181817,6,11.95,0.88,1.1363636363636365,500,440,4.8032407407407405,lumen,0,157_otsu,5.458228114478115
176,87.43181818181817,6,14.24,0.88,1.1363636363636365,500,440,4.862111801242236,lumen,1,157_otsu,5.525127046866177
176,87.43181818181817,6,13.89,0.88,1.1363636363636365,500,440,4.753571428571433,lumen,2,157_otsu,5.401785714285721
176,87.43181818181817,6,14.25,0.88,1.1363636363636365,500,440,5.058962264150949,lumen,3,157_otsu,5.748820754716989
176,87.43181818181817,6,15.28,0.88,1.1363636363636365,500,440,5.92280701754386,lumen,4,157_otsu,6.730462519936205
176,87.43181818181817,6,12.82,0.88,1.1363636363636365,500,440,5.604166666666671,lumen,5,157_otsu,6.368371212121218
187,79.65795206971677,5,13.38,0.88,1.1363636363636365,500,440,5.2513513513513495,lumen,0,157_otsu,5.967444717444716
187,79.65795206971677,5,16.47,0.88,1.1363636363636365,500,440,5.767741935483869,lumen,1,157_otsu,6.554252199413488
187,79.65795206971677,5,15.37,0.88,1.1363636363636365,500,440,4.9227053140096615,lumen,2,157_otsu,5.593983311374616
187,79.65795206971677,5,16.1,0.88,1.1363636363636365,500,440,6.0054021608643495,lumen,3,157_otsu,6.824320637345853
187,79.65795206971677,5,0.0,0.88,1.1363636363636365,500,440,5.36666666666666,lumen,4,157_otsu,6.0984848484848415
229,121.95399698340876,7,14.8,1.095,0.91324200913242,200,219,6.527472527472529,lumen,0,157_otsu,5.961162125545688
229,121.95399698340876,7,18.78,1.095,0.91324200913242,200,219,8.307870370370374,lumen,1,157_otsu,7.5870962286487424
229,121.95399698340876,7,16.99,1.095,0.91324200913242,200,219,6.309677419354827,lumen,2,157_otsu,5.762262483429065
229,121.95399698340876,7,17.58,1.095,0.91324200913242,200,219,7.039929015084297,lumen,3,157_otsu,6.429158917885203
229,121.95399698340876,7,16.56,1.095,0.91324200913242,200,219,6.073308270676691,lumen,4,157_otsu,5.546400247193325
229,121.95399698340876,7,17.35,1.095,0.91324200913242,200,219,6.897563676633453,lumen,5,157_otsu,6.299144910167537
229,121.95399698340876,7,13.62,1.095,0.91324200913242,200,219,5.33225806451614,lumen,6,157_otsu,4.869642068051269
232,164.6153846153846,11,12.61,0.88,1.1363636363636365,500,440,6.656758448060074,lumen,0,157_otsu,7.564498236431903
232,164.6153846153846,11,15.16,0.88,1.1363636363636365,500,440,7.1131221719457045,lumen,1,157_otsu,8.083093377211028
232,164.6153846153846,11,13.47,0.88,1.1363636363636365,500,440,6.444444444444443,lumen,2,157_otsu,7.323232323232322
232,164.6153846153846,11,1.01,0.88,1.1363636363636365,500,440,7.450000000000003,lumen,3,157_otsu,8.465909090909095
232,164.6153846153846,11,15.59,0.88,1.1363636363636365,500,440,6.36666666666666,lumen,4,157_otsu,7.234848484848478
232,164.6153846153846,11,14.97,0.88,1.1363636363636365,500,440,5.996503496503507,lumen,5,157_otsu,6.814208518753986
232,164.6153846153846,11,14.25,0.88,1.1363636363636365,500,440,6.736111111111114,lumen,6,157_otsu,7.654671717171722
232,164.6153846153846,11,15.13,0.88,1.1363636363636365,500,440,5.8907563025210266,lumen,7,157_otsu,6.694041252864803
232,164.6153846153846,11,14.55,0.88,1.1363636363636365,500,440,7.01333333333335,lumen,8,157_otsu,7.969696969696989
232,164.6153846153846,11,15.22,0.88,1.1363636363636365,500,440,7.008241758241752,lumen,9,157_otsu,7.9639110889110825
232,164.6153846153846,11,15.42,0.88,1.1363636363636365,500,440,4.833333333333343,lumen,10,157_otsu,5.492424242424254
101,72.9375,5,12.06,0.88,1.1363636363636365,500,440,4.606039807824299,lumen,0,159_otsu,5.234136145254886
101,72.9375,5,14.21,0.88,1.1363636363636365,500,440,4.693277310924373,lumen,1,159_otsu,5.3332696715049694
