strip,grana_height,num_lumen,repeat_distance,px_per_nm,nm_per_px,scale,scale_pixels,lumen_width,type,index,process,lumen_width_nm
176,87.4090909090909,6,11.91,0.88,1.1363636363636365,500,440,4.782258064516128,lumen,0,11_simple,5.434384164222873
176,87.4090909090909,6,14.42,0.88,1.1363636363636365,500,440,5.055555555555557,lumen,1,11_simple,5.7449494949494975
176,87.4090909090909,6,13.71,0.88,1.1363636363636365,500,440,5.006993006993007,lumen,2,11_simple,5.689764780673872
176,87.4090909090909,6,14.42,0.88,1.1363636363636365,500,440,5.5909090909090935,lumen,3,11_simple,6.35330578512397
176,87.4090909090909,6,15.38,0.88,1.1363636363636365,500,440,6.208333333333329,lumen,4,11_simple,7.054924242424238
176,87.4090909090909,6,12.75,0.88,1.1363636363636365,500,440,5.676151761517616,lumen,5,11_simple,6.4501724562700185
187,79.07004830917876,5,13.09,0.88,1.1363636363636365,500,440,5.33142037302726,lumen,0,11_simple,6.0584322420764325
187,79.07004830917876,5,16.62,0.88,1.1363636363636365,500,440,6.583333333333336,lumen,1,11_simple,7.481060606060609
187,79.07004830917876,5,15.44,0.88,1.1363636363636365,500,440,5.421052631578945,lumen,2,11_simple,6.160287081339711
187,79.07004830917876,5,16.1,0.88,1.1363636363636365,500,440,6.36363636363636,lumen,3,11_simple,7.2314049586776825
187,79.07004830917876,5,12.75,0.88,1.1363636363636365,500,440,5.681818181818187,lumen,4,11_simple,6.45661157024794
229,121.75974025974024,7,14.78,1.095,0.91324200913242,200,219,6.878406708595385,lumen,0,11_simple,6.281649962187566
229,121.75974025974024,7,18.76,1.095,0.91324200913242,200,219,8.572916666666664,lumen,1,11_simple,7.829147640791474
229,121.75974025974024,7,17.16,1.095,0.91324200913242,200,219,6.92094017094017,lumen,2,11_simple,6.320493306794676
229,121.75974025974024,7,17.28,1.095,0.91324200913242,200,219,7.294840294840299,lumen,3,11_simple,6.66195460716009
229,121.75974025974024,7,16.61,1.095,0.91324200913242,200,219,6.3958974358974245,lumen,4,11_simple,5.841002224563858
229,121.75974025974024,7,17.52,1.095,0.91324200913242,200,219,7.323188405797097,lumen,5,11_simple,6.687843292965385
229,121.75974025974024,7,13.5,1.095,0.91324200913242,200,219,5.322580645161281,lumen,6,11_simple,4.860804242156421
232,164.32962962962964,11,12.52,0.88,1.1363636363636365,500,440,6.62857142857143,lumen,0,11_simple,7.5324675324675345
232,164.32962962962964,11,15.0,0.88,1.1363636363636365,500,440,7.227180527383368,lumen,1,11_simple,8.212705144753828
232,164.32962962962964,11,14.6,0.88,1.1363636363636365,500,440,6.914611005692599,lumen,2,11_simple,7.857512506468863
232,164.32962962962964,11,15.75,0.88,1.1363636363636365,500,440,7.912037037037038,lumen,3,11_simple,8.99095117845118
232,164.32962962962964,11,15.03,0.88,1.1363636363636365,500,440,6.479638009049765,lumen,4,11_simple,7.363225010283824
232,164.32962962962964,11,14.01,0.88,1.1363636363636365,500,440,5.632352941176464,lumen,5,11_simple,6.4004010695187095
232,164.32962962962964,11,15.15,0.88,1.1363636363636365,500,440,6.8888888888889,lumen,6,11_simple,7.828282828282841
232,164.32962962962964,11,14.64,0.88,1.1363636363636365,500,440,6.313333333333333,lumen,7,11_simple,7.174242424242424
232,164.32962962962964,11,15.03,0.88,1.1363636363636365,500,440,7.310810810810807,lumen,8,11_simple,8.307739557739554
232,164.32962962962964,11,15.47,0.88,1.1363636363636365,500,440,7.8402777777777715,lumen,9,11_simple,8.909406565656559
232,164.32962962962964,11,12.15,0.88,1.1363636363636365,500,440,5.03478260869565,lumen,10,11_simple,5.721343873517784
101,89.70833333333333,9,0.0,0.88,1.1363636363636365,500,440,2.6500000000000004,lumen,0,13_adaptive,3.011363636363637
101,89.70833333333333,9,17.23,0.88,1.1363636363636365,500,440,1.0,lumen,1,13_adaptive,1.1363636363636365
101,89.70833333333333,9,12.28,0.88,1.1363636363636365,500,440,0.5416666666666661,lumen,2,13_adaptive,0.6155303030303024
101,89.70833333333333,9,14.25,0.88,1.1363636363636365,500,440,8.850000000000001,lumen,3,13_adaptive,10.056818181818185
101,89.70833333333333,9,14.18,0.88,1.1363636363636365,500,440,5.399999999999999,lumen,4,13_adaptive,6.136363636363635
101,89.70833333333333,9,14.87,0.88,1.1363636363636365,500,440,5.975000000000001,lumen,5,13_adaptive,6.789772727272729
101,89.70833333333333,9,12.69,0.88,1.1363636363636365,500,440,5.959276018099551,lumen,6,13_adaptive,6.771904566022218
106,140.88716356107662,10,3.15,1.095,0.91324200913242,200,219,0.5238095238095237,lumen,0,13_adaptive,0.4783648619265057
106,140.88716356107662,10,12.09,1.095,0.91324200913242,200,219,2.1750000000000007,lumen,1,13_adaptive,1.9863013698630143
106,140.88716356107662,10,14.96,1.095,0.91324200913242,200,219,5.8382352941176485,lumen,2,13_adaptive,5.331721729787807
106,140.88716356107662,10,17.76,1.095,0.91324200913242,200,219,6.830369357045139,lumen,3,13_adaptive,6.237780234744419
106,140.88716356107662,10,18.05,1.095,0.91324200913242,200,219,8.514705882352942,lumen,4,13_adaptive,7.775987107171636
106,140.88716356107662,10,17.53,1.095,0.91324200913242,200,219,8.527380952380952,lumen,5,13_adaptive,7.78756251358991
106,140.88716356107662,10,16.75,1.095,0.91324200913242,200,219,8.464285714285722,lumen,6,13_adaptive,7.729941291585134
106,140.88716356107662,10,16.85,1.095,0.91324200913242,200,219,8.027777777777771,lumen,7,13_adaptive,7.331303906646366
106,140.88716356107662,10,14.85,1.095,0.91324200913242,200,219,8.060810810810807,lumen,8,13_adaptive,7.361471060101193
134,98.16071428571428,8,3.5,1.095,0.91324200913242,200,219,0.875,lumen,0,13_adaptive,0.7990867579908676
134,98.16071428571428,8,11.94,1.095,0.91324200913242,200,219,6.088888888888889,lumen,1,13_adaptive,5.560629122272958
134,98.16071428571428,8,15.02,1.095,0.91324200913242,200,219,7.177142857142854,lumen,2,13_adaptive,6.554468362687538
134,98.16071428571428,8,17.21,1.095,0.91324200913242,200,219,8.272349272349274,lumen,3,13_adaptive,7.554656869725364
134,98.16071428571428,8,17.08,1.095,0.91324200913242,200,219,8.099999999999994,lumen,4,13_adaptive,7.397260273972597
134,98.16071428571428,8,14.96,1.095,0.91324200913242,200,219,6.700231481481481,lumen,5,13_adaptive,6.118932859800439
134,98.16071428571428,8,16.31,1.095,0.91324200913242,200,219,10.272058823529406,lumen,6,13_adaptive,9.380875637926398
135,105.79166666666669,6,1.7,1.095,0.91324200913242,200,219,10.435897435897436,lumen,0,13_adaptive,9.530499941458846
135,105.79166666666669,6,16.74,1.095,0.91324200913242,200,219,7.73076923076923,lumen,1,13_adaptive,7.060063224446785
135,105.79166666666669,6,16.53,1.095,0.91324200913242,200,219,8.454545454545453,lumen,2,13_adaptive,7.721046077210459
135,105.79166666666669,6,17.89,1.095,0.91324200913242,200,219,8.11607142857143,lumen,3,13_adaptive,7.411937377690804
135,105.79166666666669,6,16.63,1.095,0.91324200913242,200,219,7.5330948121645775,lumen,4,13_adaptive,6.879538641246189
135,105.79166666666669,6,14.71,1.095,0.91324200913242,200,219,8.206818181818193,lumen,5,13_adaptive,7.494811124948121
161,125.647465437788,9,16.55,0.88,1.1363636363636365,500,440,10.83108108108108,lumen,0,13_adaptive,12.308046683046683
161,125.647465437788,9,11.88,0.88,1.1363636363636365,500,440,5.082742316784866,lumen,1,13_adaptive,5.7758435418009855
161,125.647465437788,9,14.1,0.88,1.1363636363636365,500,440,6.147058823529413,lumen,2,13_adaptive,6.985294117647061
161,125.647465437788,9,14.27,0.88,1.1363636363636365,500,440,6.618115055079564,lumen,3,13_adaptive,7.520585289863142
161,125.647465437788,9,13.35,0.88,1.1363636363636365,500,440,5.953667953667946,lumen,4,13_adaptive,6.765531765531757
161,125.647465437788,9,13.16,0.88,1.1363636363636365,500,440,6.383116883116884,lumen,5,13_adaptive,7.253541912632823
161,125.647465437788,9,12.48,0.88,1.1363636363636365,500,440,5.648373983739845,lumen,6,13_adaptive,6.418606799704369
161,125.647465437788,9,13.34,0.88,1.1363636363636365,500,440,6.268939393939405,lumen,7,13_adaptive,7.123794765840234
161,125.647465437788,9,11.25,0.88,1.1363636363636365,500,440,5.24166666666666,lumen,8,13_adaptive,5.956439393939387
176,88.56818181818181,9,12.2,0.88,1.1363636363636365,500,440,1.0,lumen,0,13_adaptive,1.1363636363636365
176,88.56818181818181,9,14.4,0.88,1.1363636363636365,500,440,0.6666666666666661,lumen,1,13_adaptive,0.757575757575757
176,88.56818181818181,9,0.0,0.88,1.1363636363636365,500,440,7.075757575757576,lumen,2,13_adaptive,8.040633608815428
176,88.56818181818181,9,13.93,0.88,1.1363636363636365,500,440,5.266963292547278,lumen,3,13_adaptive,5.985185559712816
176,88.56818181818181,9,14.7,0.88,1.1363636363636365,500,440,6.320512820512825,lumen,4,13_adaptive,7.182400932400938
176,88.56818181818181,9,15.39,0.88,1.1363636363636365,500,440,6.286795626576954,lumen,5,13_adaptive,7.144085939291993
176,88.56818181818181,9,12.58,0.88,1.1363636363636365,500,440,6.753383458646624,lumen,6,13_adaptive,7.6742993848257095
187,96.22303921568628,6,16.61,0.88,1.1363636363636365,500,440,10.791208791208792,lumen,0,13_adaptive,12.262737262737264
187,96.22303921568628,6,13.17,0.88,1.1363636363636365,500,440,5.697674418604652,lumen,1,13_adaptive,6.474630021141651
187,96.22303921568628,6,16.53,0.88,1.1363636363636365,500,440,7.491551459293397,lumen,2,13_adaptive,8.513126658287952
187,96.22303921568628,6,15.49,0.88,1.1363636363636365,500,440,6.824242424242428,lumen,3,13_adaptive,7.754820936639123
187,96.22303921568628,6,16.34,0.88,1.1363636363636365,500,440,7.679883945841382,lumen,4,13_adaptive,8.727140847547027
187,96.22303921568628,6,0.0,0.88,1.1363636363636365,500,440,5.9090909090909065,lumen,5,13_adaptive,6.714876033057849
229,122.96172248803828,8,15.25,1.095,0.91324200913242,200,219,5.86513157894737,lumen,0,13_adaptive,5.3562845469838996
229,122.96172248803828,8,18.64,1.095,0.91324200913242,200,219,7.045500505561172,lumen,1,13_adaptive,6.434247037042166
229,122.96172248803828,8,17.37,1.095,0.91324200913242,200,219,8.908293460925044,lumen,2,13_adaptive,8.135427818196387
229,122.96172248803828,8,16.98,1.095,0.91324200913242,200,219,8.075431034482762,lumen,3,13_adaptive,7.374822862541334
229,122.96172248803828,8,17.01,1.095,0.91324200913242,200,219,8.0,lumen,4,13_adaptive,7.30593607305936
229,122.96172248803828,8,16.94,1.095,0.91324200913242,200,219,7.870629370629373,lumen,5,13_adaptive,7.187789379570203
229,122.96172248803828,8,14.08,1.095,0.91324200913242,200,219,8.227180527383354,lumen,6,13_adaptive,7.513406874322697
232,186.23076923076923,13,1.67,0.88,1.1363636363636365,500,440,0.666666666666667,lumen,0,13_adaptive,0.757575757575758
232,186.23076923076923,13,16.02,0.88,1.1363636363636365,500,440,7.194444444444443,lumen,1,13_adaptive,8.17550505050505
232,186.23076923076923,13,13.28,0.88,1.1363636363636365,500,440,6.168484848484848,lumen,2,13_adaptive,7.009641873278237
232,186.23076923076923,13,14.85,0.88,1.1363636363636365,500,440,7.176470588235297,lumen,3,13_adaptive,8.155080213903748
232,186.23076923076923,13,14.87,0.88,1.1363636363636365,500,440,7.337912087912095,lumen,4,13_adaptive,8.338536463536473
232,186.23076923076923,13,15.49,0.88,1.1363636363636365,500,440,7.882478632478637,lumen,5,13_adaptive,8.957362082362089
232,186.23076923076923,13,15.07,0.88,1.1363636363636365,500,440,7.456140350877192,lumen,6,13_adaptive,8.472886762360446
232,186.23076923076923,13,14.03,0.88,1.1363636363636365,500,440,6.803240740740748,lumen,7,13_adaptive,7.7309553872053955
232,186.23076923076923,13,15.32,0.88,1.1363636363636365,500,440,7.705653021442501,lumen,8,13_adaptive,8.756423888002843
232,186.23076923076923,13,14.78,0.88,1.1363636363636365,500,440,7.0,lumen,9,13_adaptive,7.954545454545455
232,186.23076923076923,13,14.94,0.88,1.1363636363636365,500,440,7.656964656964647,lumen,10,13_adaptive,8.70109620109619
232,186.23076923076923,13,15.61,0.88,1.1363636363636365,500,440,7.988304093567251,lumen,11,13_adaptive,9.077618288144604
232,186.23076923076923,13,12.32,0.88,1.1363636363636365,500,440,4.923076923076934,lumen,12,13_adaptive,5.5944055944056075
101,51.24166666666667,6,12.65,0.88,1.1363636363636365,500,440,1.7857142857142847,lumen,0,13_simple,2.029220779220778
101,51.24166666666667,6,3.12,0.88,1.1363636363636365,500,440,6.6319327731092415,lumen,1,13_simple,7.5362872421695934
101,51.24166666666667,6,1.53,0.88,1.1363636363636365,500,440,1.938725490196077,lumen,2,13_simple,2.203097147950088
101,51.24166666666667,6,10.12,0.88,1.1363636363636365,500,440,0.6499999999999986,lumen,3,13_simple,0.7386363636363621
101,51.24166666666667,6,15.85,0.88,1.1363636363636365,500,440,6.103571428571428,lumen,4,13_simple,6.935876623376623
101,51.24166666666667,6,0.0,0.88,1.1363636363636365,500,440,10.660714285714292,lumen,5,13_simple,12.11444805194806
106,119.62962962962962,8,14.11,1.095,0.91324200913242,200,219,8.750000000000004,lumen,0,13_simple,7.990867579908679
106,119.62962962962962,8,17.88,1.095,0.91324200913242,200,219,11.349745331069606,lumen,1,13_simple,10.365064229287311
106,119.62962962962962,8,18.32,1.095,0.91324200913242,200,219,10.63095238095238,lumen,2,13_simple,9.708632311372035
106,119.62962962962962,8,17.88,1.095,0.91324200913242,200,219,10.106060606060597,lumen,3,13_simple,9.229279092292781
106,119.62962962962962,8,16.85,1.095,0.91324200913242,200,219,10.474242424242432,lumen,4,13_simple,9.565518195655189
106,119.62962962962962,8,16.4,1.095,0.91324200913242,200,219,10.365530303030312,lumen,5,13_simple,9.466237719662384
106,119.62962962962962,8,2.77,1.095,0.91324200913242,200,219,0.5714285714285836,lumen,6,13_simple,0.5218525766471083
106,119.62962962962962,8,11.4,1.095,0.91324200913242,200,219,10.403940886699502,lumen,7,13_simple,9.501315878264384
134,67.37438423645321,4,14.31,1.095,0.91324200913242,200,219,8.555,lumen,0,13_simple,7.812785388127853
134,67.37438423645321,4,17.72,1.095,0.91324200913242,200,219,10.766666666666673,lumen,1,13_simple,9.832572298325728
134,67.37438423645321,4,16.84,1.095,0.91324200913242,200,219,10.104072398190048,lumen,2,13_simple,9.22746337734251
134,67.37438423645321,4,14.18,1.095,0.91324200913242,200,219,7.573426573426573,lumen,3,13_simple,6.916371299932943
135,68.75391180654339,5,15.35,1.095,0.91324200913242,200,219,8.999999999999996,lumen,0,13_simple,8.219178082191776
135,68.75391180654339,5,2.48,1.095,0.91324200913242,200,219,9.856459330143537,lumen,1,13_simple,9.00133272159227
135,68.75391180654339,5,15.3,1.095,0.91324200913242,200,219,1.8590225563909757,lumen,2,13_simple,1.6977374944209822
135,68.75391180654339,5,1.88,1.095,0.91324200913242,200,219,9.614285714285709,lumen,3,13_simple,8.780169602087405
135,68.75391180654339,5,14.99,1.095,0.91324200913242,200,219,8.993796526054595,lumen,4,13_simple,8.213512809182278
161,44.58041958041957,3,12.67,0.88,1.1363636363636365,500,440,7.283516483516493,lumen,0,13_simple,8.276723276723288
161,44.58041958041957,3,13.61,0.88,1.1363636363636365,500,440,9.019230769230774,lumen,1,13_simple,10.24912587412588
161,44.58041958041957,3,12.48,0.88,1.1363636363636365,500,440,8.641176470588235,lumen,2,13_simple,9.81951871657754
176,76.97142857142856,6,1.65,0.88,1.1363636363636365,500,440,7.700956937799042,lumen,0,13_simple,8.751087429317094
176,76.97142857142856,6,12.96,0.88,1.1363636363636365,500,440,0.875,lumen,1,13_simple,0.9943181818181819
176,76.97142857142856,6,2.38,0.88,1.1363636363636365,500,440,7.399014778325123,lumen,2,13_simple,8.407971339005822
176,76.97142857142856,6,9.37,0.88,1.1363636363636365,500,440,0.6346153846153868,lumen,3,13_simple,0.7211538461538487
176,76.97142857142856,6,3.05,0.88,1.1363636363636365,500,440,8.48888888888888,lumen,4,13_simple,9.646464646464636
176,76.97142857142856,6,13.09,0.88,1.1363636363636365,500,440,24.01488095238095,lumen,5,13_simple,27.289637445887443
