strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,type,index,process,lumen_width_nm
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,16.28,5.571428571428569,7650.0,lumen,1,101_otsuOffset,6.33116883116883
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,15.61,5.154385964912279,7650.0,lumen,2,101_otsuOffset,5.8572567783094085
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,16.01,5.913426265590601,7650.0,lumen,3,101_otsuOffset,6.719802574534775
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,12.89,5.137254901960787,7650.0,lumen,4,101_otsuOffset,5.837789661319077
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,15.01,6.586474501108643,7650.0,lumen,0,101_otsuOffset,6.015045206491911
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,18.58,7.821731748726655,7650.0,lumen,1,101_otsuOffset,7.143134017101968
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,17.11,6.235042735042725,7650.0,lumen,2,101_otsuOffset,5.694102954376918
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,17.51,6.730769230769226,7650.0,lumen,3,101_otsuOffset,6.146821215314362
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,16.48,5.486772486772495,7650.0,lumen,4,101_otsuOffset,5.010751129472598
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,17.27,6.389400921658989,7650.0,lumen,5,101_otsuOffset,5.8350693348483915
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.23981900452488,7,13.59,4.775743707093824,7650.0,lumen,6,101_otsuOffset,4.361409778167875
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,12.67,6.224537037037038,6630.0,lumen,0,101_otsuOffset,7.073337542087544
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,15.25,6.730519480519476,7650.0,lumen,1,101_otsuOffset,7.6483175914994055
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,14.58,5.993006993006993,7650.0,lumen,2,101_otsuOffset,6.810235219326129
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,15.34,6.588505747126447,7650.0,lumen,3,101_otsuOffset,7.486938349007327
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,15.3,6.070686070686065,7650.0,lumen,4,101_otsuOffset,6.898506898506893
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,14.21,5.334814814814806,7650.0,lumen,5,101_otsuOffset,6.0622895622895525
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,15.09,6.147619047619045,7650.0,lumen,6,101_otsuOffset,6.985930735930734
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,14.58,5.535353535353551,7650.0,lumen,7,101_otsuOffset,6.290174471992672
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,15.18,6.745192307692321,7650.0,lumen,8,101_otsuOffset,7.664991258741274
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,15.22,6.571428571428555,7650.0,lumen,9,101_otsuOffset,7.4675324675324495
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,165.33333333333334,11,12.25,4.78787878787881,7650.0,lumen,10,101_otsuOffset,5.440771349862285
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.44,5,12.18,4.358974358974358,7650.0,lumen,0,102_otsuOffset,4.953379953379953
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.44,5,14.37,4.611111111111107,7650.0,lumen,1,102_otsuOffset,5.239898989898986
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.44,5,13.95,4.413436692506465,7650.0,lumen,2,102_otsuOffset,5.015268968757348
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.44,5,14.86,4.792270531400959,7650.0,lumen,3,102_otsuOffset,5.44576196750109
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.44,5,12.53,4.496503496503507,7650.0,lumen,4,102_otsuOffset,5.109663064208531
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,14.79,6.276190476190475,7650.0,lumen,0,102_otsuOffset,5.731680800173949
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,17.72,6.837301587301589,7650.0,lumen,1,102_otsuOffset,6.244111038631588
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,18.12,6.200000000000003,7650.0,lumen,2,102_otsuOffset,5.6621004566210065
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,16.88,5.32380952380953,6375.0,lumen,3,102_otsuOffset,4.861926505762128
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,17.0,5.884444444444441,7650.0,lumen,4,102_otsuOffset,5.373921867072548
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,17.0,6.009803921568633,7650.0,lumen,5,102_otsuOffset,5.488405407825235
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,122.69444444444444,7,14.4,5.301061007957543,7650.0,lumen,6,102_otsuOffset,4.841151605440678
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.87373004354137,4,14.85,5.626436781609197,7650.0,lumen,0,102_otsuOffset,5.138298430693331
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.87373004354137,4,17.59,5.68780487804878,7650.0,lumen,1,102_otsuOffset,5.194342354382448
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.87373004354137,4,16.9,5.106060606060595,7140.0,lumen,2,102_otsuOffset,4.66306904663068
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,70.87373004354137,4,14.15,4.087542087542076,7650.0,lumen,3,102_otsuOffset,3.732915148440252
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9320652173913,4,16.07,6.0,7650.0,lumen,0,102_otsuOffset,5.47945205479452
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9320652173913,4,18.11,5.829090909090908,7650.0,lumen,1,102_otsuOffset,5.323370693233706
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9320652173913,4,16.47,4.666666666666671,6757.5,lumen,2,102_otsuOffset,4.261796042617965
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,72.9320652173913,4,14.15,4.595238095238102,7650.0,lumen,3,102_otsuOffset,4.196564470537079
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,11.52,4.272445820433436,7650.0,lumen,0,102_otsuOffset,4.855052068674359
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,14.05,4.87222222222222,7650.0,lumen,1,102_otsuOffset,5.53661616161616
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,13.98,4.5503003003003,7650.0,lumen,2,102_otsuOffset,5.170795795795796
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,13.77,4.375366568914956,7650.0,lumen,3,102_otsuOffset,4.972007464676087
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,13.19,3.831721470019332,7650.0,lumen,4,102_otsuOffset,4.354228943203786
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,12.03,2.854700854700852,7650.0,lumen,5,102_otsuOffset,3.2439782439782414
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,13.47,4.72727272727272,7650.0,lumen,6,102_otsuOffset,5.371900826446273
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,107.9624765478424,8,10.93,4.441295546558706,7650.0,lumen,7,102_otsuOffset,5.046926757453075
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.39555125725337,6,12.03,4.4597701149425255,6630.0,lumen,0,102_otsuOffset,5.0679205851619615
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.39555125725337,6,14.81,4.69397993311037,7650.0,lumen,1,102_otsuOffset,5.334068105807239
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.39555125725337,6,13.67,4.218844984802431,7650.0,lumen,2,102_otsuOffset,4.794142028184582
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.39555125725337,6,14.29,4.828641370869036,7650.0,lumen,3,102_otsuOffset,5.487092466896632
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.39555125725337,6,15.39,5.580027359781113,7650.0,lumen,4,102_otsuOffset,6.340940181569447
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.39555125725337,6,12.66,5.147058823529406,7650.0,lumen,5,102_otsuOffset,5.848930481283416
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,13.31,5.1278195488721785,7650.0,lumen,0,102_otsuOffset,5.827067669172931
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,16.31,5.549999999999997,7650.0,lumen,1,102_otsuOffset,6.306818181818179
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,15.59,5.068111455108358,7650.0,lumen,2,102_otsuOffset,5.759217562623134
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,16.06,5.809364548494983,7650.0,lumen,3,102_otsuOffset,6.6015506232897545
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,79.6875,5,12.83,4.925925925925924,7650.0,lumen,4,102_otsuOffset,5.597643097643096
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.36806722689076,7,14.87,6.263027295285358,7650.0,lumen,0,102_otsuOffset,5.719659630397587
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.36806722689076,7,18.84,7.678571428571431,7650.0,lumen,1,102_otsuOffset,7.01239399869537
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.36806722689076,7,17.08,5.813895781637712,7650.0,lumen,2,102_otsuOffset,5.309493864509326
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.36806722689076,7,17.38,6.4344086021505404,7650.0,lumen,3,102_otsuOffset,5.876172239406886
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.36806722689076,7,16.39,5.275974025974023,7650.0,lumen,4,102_otsuOffset,4.818241119610979
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.36806722689076,7,17.34,6.322580645161295,7650.0,lumen,5,102_otsuOffset,5.774046251288854
