strip,grana_height,num_lumen,px_per_nm,nm_per_px,scale,scale_pixels,membrane_width,type,index,process,membrane_width_nm
229,121.75974025974024,7,1.095,0.91324200913242,200,219,9.836829836829835,membrane,4,11_simple,8.983406243680214
229,121.75974025974024,7,1.095,0.91324200913242,200,219,10.583478260869567,membrane,5,11_simple,9.665276950565815
229,121.75974025974024,7,1.095,0.91324200913242,200,219,9.81075268817206,membrane,6,11_simple,8.959591496047544
229,121.75974025974024,7,1.095,0.91324200913242,200,219,6.5454545454545325,membrane,7,11_simple,5.977584059775828
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,3.867724867724871,membrane,0,11_simple,4.395141895141899
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.917647058823526,membrane,1,11_simple,8.997326203208553
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.622914349276975,membrane,2,11_simple,8.662402669632927
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.747276688453162,membrane,3,11_simple,8.803723509605867
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.919871794871796,membrane,4,11_simple,8.999854312354314
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,9.176470588235304,membrane,5,11_simple,10.427807486631028
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.583333333333329,membrane,6,11_simple,8.617424242424239
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,8.944444444444429,membrane,7,11_simple,10.164141414141397
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.709189189189203,membrane,8,11_simple,8.760442260442277
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.722222222222227,membrane,9,11_simple,8.775252525252531
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,7.537499999999994,membrane,10,11_simple,8.565340909090903
232,164.32962962962964,11,0.88,1.1363636363636365,500,440,6.098550724637676,membrane,11,11_simple,6.930171277997359
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,3.416666666666667,membrane,0,13_adaptive,3.8825757575757582
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,3.416666666666667,membrane,1,13_adaptive,3.8825757575757582
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,5.535714285714285,membrane,2,13_adaptive,6.290584415584415
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.225000000000001,membrane,3,13_adaptive,9.346590909090912
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.323076923076918,membrane,4,13_adaptive,9.458041958041953
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.117647058823529,membrane,5,13_adaptive,9.224598930481283
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.871621621621628,membrane,6,13_adaptive,10.081388206388215
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,5.0,membrane,7,13_adaptive,5.6818181818181825
106,140.88716356107662,10,1.095,0.91324200913242,200,219,10.65826330532213,membrane,0,13_adaptive,9.73357379481473
106,140.88716356107662,10,1.095,0.91324200913242,200,219,3.4499999999999997,membrane,1,13_adaptive,3.150684931506849
106,140.88716356107662,10,1.095,0.91324200913242,200,219,6.945378151260506,membrane,2,13_adaptive,6.342811097041558
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.31668946648427,membrane,3,13_adaptive,8.50839220683495
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.174999999999995,membrane,4,13_adaptive,8.37899543378995
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.86904761904762,membrane,5,13_adaptive,9.012828875842576
106,140.88716356107662,10,1.095,0.91324200913242,200,219,8.269841269841265,membrane,6,13_adaptive,7.552366456476041
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.166666666666671,membrane,7,13_adaptive,8.371385083713855
106,140.88716356107662,10,1.095,0.91324200913242,200,219,8.41995841995842,membrane,8,13_adaptive,7.689459744254264
106,140.88716356107662,10,1.095,0.91324200913242,200,219,7.127090301003335,membrane,9,13_adaptive,6.50875826575647
134,98.16071428571428,8,1.095,0.91324200913242,200,219,0.875,membrane,0,13_adaptive,0.7990867579908676
134,98.16071428571428,8,1.095,0.91324200913242,200,219,4.875,membrane,1,13_adaptive,4.4520547945205475
134,98.16071428571428,8,1.095,0.91324200913242,200,219,6.346666666666668,membrane,2,13_adaptive,5.796042617960427
134,98.16071428571428,8,1.095,0.91324200913242,200,219,9.332046332046332,membrane,3,13_adaptive,8.522416741594823
134,98.16071428571428,8,1.095,0.91324200913242,200,219,8.53846153846154,membrane,4,13_adaptive,7.797681770284511
134,98.16071428571428,8,1.095,0.91324200913242,200,219,9.418518518518525,membrane,5,13_adaptive,8.601386774902762
134,98.16071428571428,8,1.095,0.91324200913242,200,219,7.102678571428569,membrane,6,13_adaptive,6.486464448793214
134,98.16071428571428,8,1.095,0.91324200913242,200,219,3.403361344537828,membrane,7,13_adaptive,3.1080925520893405
135,105.79166666666669,6,1.095,0.91324200913242,200,219,7.666666666666666,membrane,0,13_adaptive,7.00152207001522
135,105.79166666666669,6,1.095,0.91324200913242,200,219,1.0625,membrane,1,13_adaptive,0.9703196347031963
135,105.79166666666669,6,1.095,0.91324200913242,200,219,8.0,membrane,2,13_adaptive,7.30593607305936
135,105.79166666666669,6,1.095,0.91324200913242,200,219,9.590909090909092,membrane,3,13_adaptive,8.758821087588212
135,105.79166666666669,6,1.095,0.91324200913242,200,219,9.275974025974024,membrane,4,13_adaptive,8.471209156140661
135,105.79166666666669,6,1.095,0.91324200913242,200,219,7.760174418604649,membrane,5,13_adaptive,7.0869172772645195
135,105.79166666666669,6,1.095,0.91324200913242,200,219,6.602564102564102,membrane,6,13_adaptive,6.029738906451234
135,105.79166666666669,6,1.095,0.91324200913242,200,219,5.632575757575765,membrane,7,13_adaptive,5.143904801439055
161,125.647465437788,9,0.88,1.1363636363636365,500,440,5.607142857142857,membrane,0,13_adaptive,6.371753246753247
161,125.647465437788,9,0.88,1.1363636363636365,500,440,5.123123123123126,membrane,1,13_adaptive,5.821730821730825
161,125.647465437788,9,0.88,1.1363636363636365,500,440,8.479349186483105,membrane,2,13_adaptive,9.635624075548984
161,125.647465437788,9,0.88,1.1363636363636365,500,440,7.432968536251707,membrane,3,13_adaptive,8.446555154831486
161,125.647465437788,9,0.88,1.1363636363636365,500,440,7.873399715504981,membrane,4,13_adaptive,8.94704513125566
161,125.647465437788,9,0.88,1.1363636363636365,500,440,6.928571428571431,membrane,5,13_adaptive,7.873376623376626
161,125.647465437788,9,0.88,1.1363636363636365,500,440,6.628787878787875,membrane,6,13_adaptive,7.532713498622586
161,125.647465437788,9,0.88,1.1363636363636365,500,440,7.041019955654093,membrane,7,13_adaptive,8.001159040516015
161,125.647465437788,9,0.88,1.1363636363636365,500,440,7.091666666666669,membrane,8,13_adaptive,8.058712121212125
161,125.647465437788,9,0.88,1.1363636363636365,500,440,4.915322580645153,membrane,9,13_adaptive,5.58559384164222
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,5.430250783699059,membrane,0,13_adaptive,6.170739526930749
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,8.435070306038043,membrane,1,13_adaptive,9.585307165952322
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,7.725140712945588,membrane,2,13_adaptive,8.778568991983622
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,7.725140712945588,membrane,3,13_adaptive,8.778568991983622
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,7.560591133004927,membrane,4,13_adaptive,8.591580832960144
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,8.322807017543852,membrane,5,13_adaptive,9.457735247208923
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,8.481481481481481,membrane,6,13_adaptive,9.638047138047138
176,88.56818181818181,9,0.88,1.1363636363636365,500,440,5.3125,membrane,7,13_adaptive,6.036931818181818
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,4.6877828054298645,membrane,0,13_adaptive,5.32702591526121
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,5.61904761904762,membrane,1,13_adaptive,6.385281385281387
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,9.334583645911476,membrane,2,13_adaptive,10.607481415808497
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,8.74285714285714,membrane,3,13_adaptive,9.935064935064933
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,8.590909090909093,membrane,4,13_adaptive,9.76239669421488
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,8.729206963249524,membrane,5,13_adaptive,9.919553367329005
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,8.729206963249524,membrane,6,13_adaptive,9.919553367329005
187,96.22303921568628,6,0.88,1.1363636363636365,500,440,5.458333333333329,membrane,7,13_adaptive,6.20265151515151
229,122.96172248803828,8,1.095,0.91324200913242,200,219,6.704805491990847,membrane,0,13_adaptive,6.1231100383478045
229,122.96172248803828,8,1.095,0.91324200913242,200,219,9.697062423500611,membrane,1,13_adaptive,8.855764770320192
229,122.96172248803828,8,1.095,0.91324200913242,200,219,9.759469696969695,membrane,2,13_adaptive,8.912757714127576
229,122.96172248803828,8,1.095,0.91324200913242,200,219,8.82981090100111,membrane,3,13_adaptive,8.063754247489598
229,122.96172248803828,8,1.095,0.91324200913242,200,219,9.123167155425222,membrane,4,13_adaptive,8.331659502671435
229,122.96172248803828,8,1.095,0.91324200913242,200,219,9.156108597285067,membrane,5,13_adaptive,8.36174301121924
229,122.96172248803828,8,1.095,0.91324200913242,200,219,8.2649285113541,membrane,6,13_adaptive,7.547879919044839
229,122.96172248803828,8,1.095,0.91324200913242,200,219,6.709090909090918,membrane,7,13_adaptive,6.127023661270244
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,9.021978021978022,membrane,0,13_adaptive,10.252247752247753
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,0.75,membrane,1,13_adaptive,0.8522727272727273
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,6.628787878787879,membrane,2,13_adaptive,7.5327134986225905
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.877647058823527,membrane,3,13_adaptive,8.951871657754008
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.47511312217194,membrane,4,13_adaptive,8.494446729740842
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.587301587301582,membrane,5,13_adaptive,8.621933621933616
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.633603238866399,membrane,6,13_adaptive,8.674549135075454
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.592592592592581,membrane,7,13_adaptive,8.627946127946116
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,6.863425925925924,membrane,8,13_adaptive,7.799347643097642
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,8.368421052631575,membrane,9,13_adaptive,9.509569377990427
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.189189189189193,membrane,10,13_adaptive,8.169533169533175
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.376068376068389,membrane,11,13_adaptive,8.381895881895897
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,7.866396761133586,membrane,12,13_adaptive,8.939087228560894
232,186.23076923076923,13,0.88,1.1363636363636365,500,440,6.923076923076934,membrane,13,13_adaptive,7.86713286713288
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,7.924019607843135,membrane,0,13_simple,9.004567736185383
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,3.4285714285714306,membrane,1,13_simple,3.8961038961038987
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,0.625,membrane,2,13_simple,0.7102272727272728
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,1.3300000000000054,membrane,3,13_simple,1.5113636363636427
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,6.494047619047613,membrane,4,13_simple,7.379599567099561
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,8.021428571428572,membrane,5,13_simple,9.115259740259742
101,51.24166666666667,6,0.88,1.1363636363636365,500,440,8.021428571428572,membrane,6,13_simple,9.115259740259742
106,119.62962962962962,8,1.095,0.91324200913242,200,219,4.083333333333332,membrane,0,13_simple,3.729071537290714
106,119.62962962962962,8,1.095,0.91324200913242,200,219,6.215538847117792,membrane,1,13_simple,5.676291184582459
106,119.62962962962962,8,1.095,0.91324200913242,200,219,6.427419354838712,membrane,2,13_simple,5.869789365149508
106,119.62962962962962,8,1.095,0.91324200913242,200,219,8.952380952380949,membrane,3,13_simple,8.175690367471185
106,119.62962962962962,8,1.095,0.91324200913242,200,219,6.427272727272737,membrane,4,13_simple,5.869655458696562
106,119.62962962962962,8,1.095,0.91324200913242,200,219,6.372727272727261,membrane,5,13_simple,5.8198422581984115
106,119.62962962962962,8,1.095,0.91324200913242,200,219,6.72282608695653,membrane,6,13_simple,6.139567202700027
106,119.62962962962962,8,1.095,0.91324200913242,200,219,0.5217391304347814,membrane,7,13_simple,0.4764740917212615
106,119.62962962962962,8,1.095,0.91324200913242,200,219,3.93997445721584,membrane,8,13_simple,3.59815018923821
134,67.37438423645321,4,1.095,0.91324200913242,200,219,3.642241379310345,membrane,0,13_simple,3.3262478349866162
