strip,grana_height,num_lumen,px_per_nm,nm_per_px,scale,scale_pixels,membrane_width,type,index,process,membrane_width_nm
229,121.9648093841642,7,1.095,0.91324200913242,200,219,6.5454545454545325,membrane,7,153_otsu,5.977584059775828
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,4.612068965517242,membrane,0,153_otsu,5.240987460815048
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,7.974789915966383,membrane,1,153_otsu,9.062261268143619
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,7.7692307692307665,membrane,2,153_otsu,8.828671328671327
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.280952380952378,membrane,3,153_otsu,9.410173160173159
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.621621621621628,membrane,4,153_otsu,9.797297297297305
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,9.332417582417593,membrane,5,153_otsu,10.605019980019993
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.093596059113295,membrane,6,153_otsu,9.197268248992382
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,9.138888888888886,membrane,7,153_otsu,10.385101010101007
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.383850931677017,membrane,8,153_otsu,9.527103331451157
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.228287841191076,membrane,9,153_otsu,9.350327092262587
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.523809523809518,membrane,10,153_otsu,9.686147186147181
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,6.0,membrane,11,153_otsu,6.818181818181818
101,72.84482758620689,5,0.88,1.1363636363636365,500,440,5.534016775396086,membrane,0,155_otsu,6.2886554265864625
101,72.84482758620689,5,0.88,1.1363636363636365,500,440,9.329004329004327,membrane,1,155_otsu,10.601141282959464
101,72.84482758620689,5,0.88,1.1363636363636365,500,440,9.214285714285715,membrane,2,155_otsu,10.470779220779223
101,72.84482758620689,5,0.88,1.1363636363636365,500,440,8.964341085271315,membrane,3,155_otsu,10.186751233262859
101,72.84482758620689,5,0.88,1.1363636363636365,500,440,10.166666666666671,membrane,4,155_otsu,11.55303030303031
101,72.84482758620689,5,0.88,1.1363636363636365,500,440,4.681818181818187,membrane,5,155_otsu,5.320247933884304
106,122.55187969924812,7,1.095,0.91324200913242,200,219,6.137142857142859,membrane,0,155_otsu,5.604696673189825
106,122.55187969924812,7,1.095,0.91324200913242,200,219,10.295238095238098,membrane,1,155_otsu,9.40204392259187
106,122.55187969924812,7,1.095,0.91324200913242,200,219,10.822222222222225,membrane,2,155_otsu,9.883307965499748
106,122.55187969924812,7,1.095,0.91324200913242,200,219,11.85714285714286,membrane,3,155_otsu,10.828440965427268
106,122.55187969924812,7,1.095,0.91324200913242,200,219,10.460227272727266,membrane,4,155_otsu,9.552718970527183
106,122.55187969924812,7,1.095,0.91324200913242,200,219,10.510489510489506,membrane,5,155_otsu,9.598620557524663
106,122.55187969924812,7,1.095,0.91324200913242,200,219,10.377192982456137,membrane,6,155_otsu,9.476888568453093
106,122.55187969924812,7,1.095,0.91324200913242,200,219,7.109022556390983,membrane,7,155_otsu,6.492258042366194
134,70.7138047138047,4,1.095,0.91324200913242,200,219,6.545454545454543,membrane,0,155_otsu,5.977584059775838
134,70.7138047138047,4,1.095,0.91324200913242,200,219,11.29429429429429,membrane,1,155_otsu,10.314424013054145
134,70.7138047138047,4,1.095,0.91324200913242,200,219,11.881226053639844,membrane,2,155_otsu,10.850434752182506
134,70.7138047138047,4,1.095,0.91324200913242,200,219,11.577777777777769,membrane,3,155_otsu,10.573313039066456
134,70.7138047138047,4,1.095,0.91324200913242,200,219,7.759259259259252,membrane,4,155_otsu,7.086081515305253
135,71.89285714285714,4,1.095,0.91324200913242,200,219,7.689189189189189,membrane,0,155_otsu,7.0220905837344185
135,71.89285714285714,4,1.095,0.91324200913242,200,219,11.357142857142854,membrane,1,155_otsu,10.371819960861053
135,71.89285714285714,4,1.095,0.91324200913242,200,219,12.269841269841264,membrane,2,155_otsu,11.20533449300572
135,71.89285714285714,4,1.095,0.91324200913242,200,219,10.684095860566444,membrane,3,155_otsu,9.757165169467072
135,71.89285714285714,4,1.095,0.91324200913242,200,219,7.032857142857139,membrane,4,155_otsu,6.422700587084146
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,4.196437407224149,membrane,0,155_otsu,4.768678871845625
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,8.780405405405403,membrane,1,155_otsu,9.977733415233415
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,8.69166666666667,membrane,2,155_otsu,9.876893939393945
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,9.068089430894313,membrane,3,155_otsu,10.30464708056172
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,8.789044289044298,membrane,4,155_otsu,9.987550328459431
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,8.68589743589743,membrane,5,155_otsu,9.87033799533799
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,8.795454545454547,membrane,6,155_otsu,9.994834710743804
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,7.894230769230774,membrane,7,155_otsu,8.970716783216789
161,107.23313953488372,8,0.88,1.1363636363636365,500,440,4.369444444444454,membrane,8,155_otsu,4.965277777777789
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,4.869230769230772,membrane,0,155_otsu,5.533216783216787
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,9.707142857142856,membrane,1,155_otsu,11.030844155844155
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,9.07173913043478,membrane,2,155_otsu,10.30879446640316
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,8.80925925925925,membrane,3,155_otsu,10.010521885521875
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,9.307692307692308,membrane,4,155_otsu,10.576923076923078
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,9.522522522522522,membrane,5,155_otsu,10.821048321048321
176,87.45714285714286,6,0.88,1.1363636363636365,500,440,5.180672268907571,membrane,6,155_otsu,5.887127578304058
187,79.18650793650795,5,0.88,1.1363636363636365,500,440,5.575396825396826,membrane,0,155_otsu,6.335678210678212
187,79.18650793650795,5,0.88,1.1363636363636365,500,440,10.626262626262626,membrane,1,155_otsu,12.075298438934803
187,79.18650793650795,5,0.88,1.1363636363636365,500,440,10.05952380952381,membrane,2,155_otsu,11.431277056277057
187,79.18650793650795,5,0.88,1.1363636363636365,500,440,10.151315789473683,membrane,3,155_otsu,11.535586124401913
187,79.18650793650795,5,0.88,1.1363636363636365,500,440,9.745376955903268,membrane,4,155_otsu,11.074291995344623
187,79.18650793650795,5,0.88,1.1363636363636365,500,440,4.7222222222222285,membrane,5,155_otsu,5.366161616161624
229,121.9648093841642,7,1.095,0.91324200913242,200,219,5.996277915632753,membrane,0,155_otsu,5.476052890988815
229,121.9648093841642,7,1.095,0.91324200913242,200,219,10.398373983739836,membrane,1,155_otsu,9.496231948620855
229,121.9648093841642,7,1.095,0.91324200913242,200,219,10.72222222222222,membrane,2,155_otsu,9.7919837645865
229,121.9648093841642,7,1.095,0.91324200913242,200,219,10.49459783913565,membrane,3,155_otsu,9.584107615648996
229,121.9648093841642,7,1.095,0.91324200913242,200,219,10.214285714285722,membrane,4,155_otsu,9.32811480756687
229,121.9648093841642,7,1.095,0.91324200913242,200,219,11.017674418604642,membrane,5,155_otsu,10.061803122013371
229,121.9648093841642,7,1.095,0.91324200913242,200,219,10.220142602495557,membrane,6,155_otsu,9.333463563922882
229,121.9648093841642,7,1.095,0.91324200913242,200,219,6.5454545454545325,membrane,7,155_otsu,5.977584059775828
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,4.612068965517242,membrane,0,155_otsu,5.240987460815048
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,7.974789915966383,membrane,1,155_otsu,9.062261268143619
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,7.7692307692307665,membrane,2,155_otsu,8.828671328671327
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.280952380952378,membrane,3,155_otsu,9.410173160173159
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.621621621621628,membrane,4,155_otsu,9.797297297297305
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,9.332417582417593,membrane,5,155_otsu,10.605019980019993
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.093596059113295,membrane,6,155_otsu,9.197268248992382
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,9.138888888888886,membrane,7,155_otsu,10.385101010101007
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.383850931677017,membrane,8,155_otsu,9.527103331451157
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.228287841191076,membrane,9,155_otsu,9.350327092262587
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,8.523809523809518,membrane,10,155_otsu,9.686147186147181
232,164.86206896551724,11,0.88,1.1363636363636365,500,440,6.0,membrane,11,155_otsu,6.818181818181818
101,72.9375,5,0.88,1.1363636363636365,500,440,5.299202127659573,membrane,0,157_otsu,6.021820599613152
101,72.9375,5,0.88,1.1363636363636365,500,440,9.603686635944698,membrane,1,157_otsu,10.913280268118976
101,72.9375,5,0.88,1.1363636363636365,500,440,9.42100840336134,membrane,2,157_otsu,10.705691367456069
101,72.9375,5,0.88,1.1363636363636365,500,440,9.310810810810814,membrane,3,157_otsu,10.580466830466834
101,72.9375,5,0.88,1.1363636363636365,500,440,10.582258064516123,membrane,4,157_otsu,12.02529325513196
101,72.9375,5,0.88,1.1363636363636365,500,440,4.892857142857139,membrane,5,157_otsu,5.560064935064931
106,122.54444444444444,7,1.095,0.91324200913242,200,219,6.175925925925924,membrane,0,157_otsu,5.640115000845592
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.358395989974936,membrane,1,157_otsu,9.459722365273914
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.83101851851852,membrane,2,157_otsu,9.891341112802301
106,122.54444444444444,7,1.095,0.91324200913242,200,219,11.683229813664596,membrane,3,157_otsu,10.669616268186845
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.027777777777786,membrane,4,157_otsu,9.157787924911219
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.47818181818181,membrane,5,157_otsu,9.56911581569115
106,122.54444444444444,7,1.095,0.91324200913242,200,219,9.992063492063494,membrane,6,157_otsu,9.12517213887077
106,122.54444444444444,7,1.095,0.91324200913242,200,219,6.849999999999994,membrane,7,157_otsu,6.255707762557072
134,70.86233403214536,4,1.095,0.91324200913242,200,219,6.702401372212695,membrane,0,157_otsu,6.120914495171411
134,70.86233403214536,4,1.095,0.91324200913242,200,219,11.806896551724137,membrane,1,157_otsu,10.782553928515192
134,70.86233403214536,4,1.095,0.91324200913242,200,219,12.087301587301582,membrane,2,157_otsu,11.038631586576786
134,70.86233403214536,4,1.095,0.91324200913242,200,219,12.623188405797109,membrane,3,157_otsu,11.528025941367222
134,70.86233403214536,4,1.095,0.91324200913242,200,219,7.829629629629622,membrane,4,157_otsu,7.150346693725682
135,72.32941176470588,4,1.095,0.91324200913242,200,219,7.797704447632714,membrane,0,157_otsu,7.121191276376908
135,72.32941176470588,4,1.095,0.91324200913242,200,219,11.648148148148143,membrane,1,157_otsu,10.637578217486888
135,72.32941176470588,4,1.095,0.91324200913242,200,219,12.5,membrane,2,157_otsu,11.415525114155251
135,72.32941176470588,4,1.095,0.91324200913242,200,219,11.007142857142853,membrane,3,157_otsu,10.052185257664705
135,72.32941176470588,4,1.095,0.91324200913242,200,219,7.285714285714278,membrane,4,157_otsu,6.653620352250481
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,4.69047619047619,membrane,0,157_otsu,5.33008658008658
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.889285714285712,membrane,1,157_otsu,10.101461038961038
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,9.1609756097561,membrane,2,157_otsu,10.410199556541023
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.775252525252533,membrane,3,157_otsu,9.971877869605152
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.84615384615384,membrane,4,157_otsu,10.052447552447546
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.3010752688172,membrane,5,157_otsu,9.433040078201365
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.27716186252772,membrane,6,157_otsu,9.40586575287241
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.099999999999994,membrane,7,157_otsu,9.20454545454545
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,4.316025641025647,membrane,8,157_otsu,4.9045745920745984
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,4.872895622895623,membrane,0,157_otsu,5.537381389654118
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.423214285714288,membrane,1,157_otsu,10.708198051948054
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.327173913043474,membrane,2,157_otsu,10.599061264822131
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,8.94642857142857,membrane,3,157_otsu,10.166396103896103
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.43270440251571,membrane,4,157_otsu,10.718982275586036
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.27302631578948,membrane,5,157_otsu,10.537529904306227
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,5.151515151515142,membrane,6,157_otsu,5.853994490358116
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,5.581481481481482,membrane,0,157_otsu,6.342592592592594
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.680906713164775,membrane,1,157_otsu,12.1373939922327
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.721739130434784,membrane,2,157_otsu,12.183794466403166
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.167800453514744,membrane,3,157_otsu,11.554318697175846
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.015686274509804,membrane,4,157_otsu,11.381461675579324
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.015686274509804,membrane,5,157_otsu,11.381461675579324
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,5.17647058823529,membrane,6,157_otsu,5.882352941176467
229,121.95399698340876,7,1.095,0.91324200913242,200,219,6.056561085972852,membrane,0,157_otsu,5.531106014587079
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.48677248677248,membrane,1,157_otsu,9.576961175134684
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.462500000000006,membrane,2,157_otsu,9.55479452054795
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.902567478604354,membrane,3,157_otsu,9.956682628862422
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.169254658385086,membrane,4,157_otsu,9.286990555602816
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.802937576499389,membrane,5,157_otsu,9.865696416894417
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.104761904761888,membrane,6,157_otsu,9.228093063709487
229,121.95399698340876,7,1.095,0.91324200913242,200,219,6.480562448304397,membrane,7,157_otsu,5.918321870597622
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,4.253682487725044,membrane,0,157_otsu,4.83373009968755
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.0,membrane,1,157_otsu,9.090909090909092
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.102564102564102,membrane,2,157_otsu,9.207459207459207
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,1.5,membrane,3,157_otsu,1.7045454545454546
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,7.972222222222221,membrane,4,157_otsu,9.059343434343434
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.299999999999997,membrane,5,157_otsu,9.43181818181818
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.906060606060606,membrane,6,157_otsu,10.120523415977962
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,7.605769230769226,membrane,7,157_otsu,8.642919580419576
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,9.174603174603163,membrane,8,157_otsu,10.425685425685414
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.143529411764689,membrane,9,157_otsu,9.254010695187148
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.273809523809518,membrane,10,157_otsu,9.402056277056271
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.551282051282044,membrane,11,157_otsu,9.71736596736596
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,6.0,membrane,12,157_otsu,6.818181818181818
101,72.9375,5,0.88,1.1363636363636365,500,440,5.299202127659573,membrane,0,159_otsu,6.021820599613152
101,72.9375,5,0.88,1.1363636363636365,500,440,9.603686635944698,membrane,1,159_otsu,10.913280268118976
101,72.9375,5,0.88,1.1363636363636365,500,440,9.42100840336134,membrane,2,159_otsu,10.705691367456069
101,72.9375,5,0.88,1.1363636363636365,500,440,9.310810810810814,membrane,3,159_otsu,10.580466830466834
101,72.9375,5,0.88,1.1363636363636365,500,440,10.582258064516123,membrane,4,159_otsu,12.02529325513196
101,72.9375,5,0.88,1.1363636363636365,500,440,4.892857142857139,membrane,5,159_otsu,5.560064935064931
106,122.54444444444444,7,1.095,0.91324200913242,200,219,6.175925925925924,membrane,0,159_otsu,5.640115000845592
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.358395989974936,membrane,1,159_otsu,9.459722365273914
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.83101851851852,membrane,2,159_otsu,9.891341112802301
106,122.54444444444444,7,1.095,0.91324200913242,200,219,11.683229813664596,membrane,3,159_otsu,10.669616268186845
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.027777777777786,membrane,4,159_otsu,9.157787924911219
106,122.54444444444444,7,1.095,0.91324200913242,200,219,10.47818181818181,membrane,5,159_otsu,9.56911581569115
106,122.54444444444444,7,1.095,0.91324200913242,200,219,9.992063492063494,membrane,6,159_otsu,9.12517213887077
106,122.54444444444444,7,1.095,0.91324200913242,200,219,6.849999999999994,membrane,7,159_otsu,6.255707762557072
134,70.86233403214536,4,1.095,0.91324200913242,200,219,6.702401372212695,membrane,0,159_otsu,6.120914495171411
134,70.86233403214536,4,1.095,0.91324200913242,200,219,11.806896551724137,membrane,1,159_otsu,10.782553928515192
134,70.86233403214536,4,1.095,0.91324200913242,200,219,12.087301587301582,membrane,2,159_otsu,11.038631586576786
134,70.86233403214536,4,1.095,0.91324200913242,200,219,12.623188405797109,membrane,3,159_otsu,11.528025941367222
134,70.86233403214536,4,1.095,0.91324200913242,200,219,7.829629629629622,membrane,4,159_otsu,7.150346693725682
135,72.32941176470588,4,1.095,0.91324200913242,200,219,7.797704447632714,membrane,0,159_otsu,7.121191276376908
135,72.32941176470588,4,1.095,0.91324200913242,200,219,11.648148148148143,membrane,1,159_otsu,10.637578217486888
135,72.32941176470588,4,1.095,0.91324200913242,200,219,12.5,membrane,2,159_otsu,11.415525114155251
135,72.32941176470588,4,1.095,0.91324200913242,200,219,11.007142857142853,membrane,3,159_otsu,10.052185257664705
135,72.32941176470588,4,1.095,0.91324200913242,200,219,7.285714285714278,membrane,4,159_otsu,6.653620352250481
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,4.69047619047619,membrane,0,159_otsu,5.33008658008658
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.889285714285712,membrane,1,159_otsu,10.101461038961038
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,9.1609756097561,membrane,2,159_otsu,10.410199556541023
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.775252525252533,membrane,3,159_otsu,9.971877869605152
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.84615384615384,membrane,4,159_otsu,10.052447552447546
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.3010752688172,membrane,5,159_otsu,9.433040078201365
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.27716186252772,membrane,6,159_otsu,9.40586575287241
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,8.099999999999994,membrane,7,159_otsu,9.20454545454545
161,107.53214285714289,8,0.88,1.1363636363636365,500,440,4.316025641025647,membrane,8,159_otsu,4.9045745920745984
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,4.872895622895623,membrane,0,159_otsu,5.537381389654118
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.423214285714288,membrane,1,159_otsu,10.708198051948054
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.327173913043474,membrane,2,159_otsu,10.599061264822131
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,8.94642857142857,membrane,3,159_otsu,10.166396103896103
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.43270440251571,membrane,4,159_otsu,10.718982275586036
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,9.27302631578948,membrane,5,159_otsu,10.537529904306227
176,87.43181818181817,6,0.88,1.1363636363636365,500,440,5.151515151515142,membrane,6,159_otsu,5.853994490358116
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,5.581481481481482,membrane,0,159_otsu,6.342592592592594
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.680906713164775,membrane,1,159_otsu,12.1373939922327
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.721739130434784,membrane,2,159_otsu,12.183794466403166
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.167800453514744,membrane,3,159_otsu,11.554318697175846
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.015686274509804,membrane,4,159_otsu,11.381461675579324
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,10.015686274509804,membrane,5,159_otsu,11.381461675579324
187,79.65795206971677,5,0.88,1.1363636363636365,500,440,5.17647058823529,membrane,6,159_otsu,5.882352941176467
229,121.95399698340876,7,1.095,0.91324200913242,200,219,6.056561085972852,membrane,0,159_otsu,5.531106014587079
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.48677248677248,membrane,1,159_otsu,9.576961175134684
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.462500000000006,membrane,2,159_otsu,9.55479452054795
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.902567478604354,membrane,3,159_otsu,9.956682628862422
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.169254658385086,membrane,4,159_otsu,9.286990555602816
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.802937576499389,membrane,5,159_otsu,9.865696416894417
229,121.95399698340876,7,1.095,0.91324200913242,200,219,10.104761904761888,membrane,6,159_otsu,9.228093063709487
229,121.95399698340876,7,1.095,0.91324200913242,200,219,6.480562448304397,membrane,7,159_otsu,5.918321870597622
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,4.253682487725044,membrane,0,159_otsu,4.83373009968755
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.0,membrane,1,159_otsu,9.090909090909092
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.102564102564102,membrane,2,159_otsu,9.207459207459207
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,1.5,membrane,3,159_otsu,1.7045454545454546
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,7.972222222222221,membrane,4,159_otsu,9.059343434343434
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.299999999999997,membrane,5,159_otsu,9.43181818181818
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.906060606060606,membrane,6,159_otsu,10.120523415977962
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,7.605769230769226,membrane,7,159_otsu,8.642919580419576
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,9.174603174603163,membrane,8,159_otsu,10.425685425685414
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.143529411764689,membrane,9,159_otsu,9.254010695187148
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.273809523809518,membrane,10,159_otsu,9.402056277056271
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,8.551282051282044,membrane,11,159_otsu,9.71736596736596
232,164.6153846153846,11,0.88,1.1363636363636365,500,440,6.0,membrane,12,159_otsu,6.818181818181818
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,3.416666666666667,membrane,0,15_adaptive,3.8825757575757582
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,3.416666666666667,membrane,1,15_adaptive,3.8825757575757582
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,5.535714285714285,membrane,2,15_adaptive,6.290584415584415
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.225000000000001,membrane,3,15_adaptive,9.346590909090912
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.323076923076918,membrane,4,15_adaptive,9.458041958041953
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.117647058823529,membrane,5,15_adaptive,9.224598930481283
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,8.871621621621628,membrane,6,15_adaptive,10.081388206388215
101,89.70833333333333,9,0.88,1.1363636363636365,500,440,5.0,membrane,7,15_adaptive,5.6818181818181825
106,140.88716356107662,10,1.095,0.91324200913242,200,219,10.65826330532213,membrane,0,15_adaptive,9.73357379481473
106,140.88716356107662,10,1.095,0.91324200913242,200,219,3.4499999999999997,membrane,1,15_adaptive,3.150684931506849
106,140.88716356107662,10,1.095,0.91324200913242,200,219,6.945378151260506,membrane,2,15_adaptive,6.342811097041558
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.31668946648427,membrane,3,15_adaptive,8.50839220683495
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.174999999999995,membrane,4,15_adaptive,8.37899543378995
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.86904761904762,membrane,5,15_adaptive,9.012828875842576
106,140.88716356107662,10,1.095,0.91324200913242,200,219,8.269841269841265,membrane,6,15_adaptive,7.552366456476041
106,140.88716356107662,10,1.095,0.91324200913242,200,219,9.166666666666671,membrane,7,15_adaptive,8.371385083713855
106,140.88716356107662,10,1.095,0.91324200913242,200,219,8.41995841995842,membrane,8,15_adaptive,7.689459744254264
106,140.88716356107662,10,1.095,0.91324200913242,200,219,7.127090301003335,membrane,9,15_adaptive,6.50875826575647
134,98.16071428571428,8,1.095,0.91324200913242,200,219,0.875,membrane,0,15_adaptive,0.7990867579908676
134,98.16071428571428,8,1.095,0.91324200913242,200,219,4.875,membrane,1,15_adaptive,4.4520547945205475
134,98.16071428571428,8,1.095,0.91324200913242,200,219,6.346666666666668,membrane,2,15_adaptive,5.796042617960427
134,98.16071428571428,8,1.095,0.91324200913242,200,219,9.332046332046332,membrane,3,15_adaptive,8.522416741594823
134,98.16071428571428,8,1.095,0.91324200913242,200,219,8.53846153846154,membrane,4,15_adaptive,7.797681770284511
134,98.16071428571428,8,1.095,0.91324200913242,200,219,9.418518518518525,membrane,5,15_adaptive,8.601386774902762
134,98.16071428571428,8,1.095,0.91324200913242,200,219,7.102678571428569,membrane,6,15_adaptive,6.486464448793214
134,98.16071428571428,8,1.095,0.91324200913242,200,219,3.403361344537828,membrane,7,15_adaptive,3.1080925520893405
135,105.79166666666669,6,1.095,0.91324200913242,200,219,7.666666666666666,membrane,0,15_adaptive,7.00152207001522
135,105.79166666666669,6,1.095,0.91324200913242,200,219,1.0625,membrane,1,15_adaptive,0.9703196347031963
135,105.79166666666669,6,1.095,0.91324200913242,200,219,8.0,membrane,2,15_adaptive,7.30593607305936
135,105.79166666666669,6,1.095,0.91324200913242,200,219,9.590909090909092,membrane,3,15_adaptive,8.758821087588212
135,105.79166666666669,6,1.095,0.91324200913242,200,219,9.275974025974024,membrane,4,15_adaptive,8.471209156140661
135,105.79166666666669,6,1.095,0.91324200913242,200,219,7.760174418604649,membrane,5,15_adaptive,7.0869172772645195
