strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,membrane_width,membrane_width_heights,type,index,process
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.33333333333333,5,11.045454545454547,7650.0,membrane,2,304_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.33333333333333,5,10.843548387096767,7650.0,membrane,3,304_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.33333333333333,5,10.957516339869287,7650.0,membrane,4,304_otsuOffset
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.33333333333333,5,6.375,7650.0,membrane,5,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,6.4955197132616505,7650.0,membrane,0,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,11.55400981996727,7650.0,membrane,1,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,11.804435483870968,7650.0,membrane,2,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,11.919642857142861,7650.0,membrane,3,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,11.195340501792117,7650.0,membrane,4,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,11.786666666666676,7650.0,membrane,5,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,10.631336405529964,7650.0,membrane,6,304_otsuOffset
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.46527777777777,7,7.245192307692321,7650.0,membrane,7,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,6.1764705882352935,7650.0,membrane,0,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,9.903361344537814,7650.0,membrane,1,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,10.09276018099547,7650.0,membrane,2,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,10.012957317073173,7650.0,membrane,3,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,9.582857142857137,7650.0,membrane,4,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,11.434782608695642,7650.0,membrane,5,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,8.6760752688172,7650.0,membrane,6,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,10.620000000000005,7650.0,membrane,7,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,9.309523809523824,7650.0,membrane,8,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,9.769230769230774,7650.0,membrane,9,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,9.585714285714289,7650.0,membrane,10,304_otsuOffset
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.0,11,7.5,7650.0,membrane,11,304_otsuOffset
